id,published,name,gh_owner,gh_repo,purl,severity,categories,introduced_version,patched_version,dependents
RUSTSEC-2021-0001,2021-01-04T12:00:00Z,mdbook,,,pkg:cargo/mdbook,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N'}]",['code-execution'],0.1.4-0,0.4.5,"{'mdbook-plantuml': {'downloads': 14224, 'github_url': 'https://github.com/sytsereitsma', 'version': '0.8.0'}, 'mdbook-template': {'downloads': 31074, 'github_url': 'https://github.com/sgoudham', 'version': '1.1.0'}, 'mdbook-linkcheck': {'downloads': 64424, 'github_url': 'https://github.com/Michael-F-Bryan', 'version': '0.7.7'}, 'mdbook-svgbob': {'downloads': 64574, 'github_url': 'https://github.com/boozook', 'version': '0.2.1'}, 'mdbook-mermaid': {'downloads': 39573, 'github_url': 'https://github.com/badboy', 'version': '0.12.6'}, 'mdbook-graphviz': {'downloads': 13232, 'github_url': 'https://github.com/dylanowen', 'version': '0.1.6'}, 'mdbook-preprocessor-boilerplate': {'downloads': 29275, 'github_url': 'https://github.com/JoelCourtney', 'version': '0.1.2'}, 'mdbook-toc': {'downloads': 6351, 'github_url': 'https://github.com/badboy', 'version': '0.14.1'}, 'mdbook-i18n-helpers': {'downloads': 5569, 'github_url': 'https://github.com/mgeisler', 'version': '0.3.0'}, 'mdbook-admonish': {'downloads': 674, 'github_url': 'https://github.com/tommilligan', 'version': '1.14.0'}}"
RUSTSEC-2020-0031,2020-06-16T12:00:00Z,tiny_http,tiny-http,tiny-http,pkg:cargo/tiny_http,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N'}]",[],0.7.0-0,0.8.0,"{'multipart': {'downloads': 6454072, 'github_url': 'https://github.com/abonander', 'version': '0.18.0'}, 'prometheus_exporter': {'downloads': 71329, 'github_url': 'https://github.com/AlexanderThaller', 'version': '0.8.5'}, 'dipstick': {'downloads': 8984, 'github_url': 'https://github.com/fralalonde', 'version': '0.9.1'}, 'tree-sitter-cli': {'downloads': 53292, 'github_url': 'https://github.com/ahlinc', 'version': '0.20.8'}, 'rouille': {'downloads': 1084181, 'github_url': 'https://github.com/tomaka', 'version': '3.6.2'}, 'yubihsm': {'downloads': 44033, 'github_url': 'https://github.com/tony-iqlusion', 'version': '0.42.1'}, 'minreq': {'downloads': 18057, 'github_url': 'https://github.com/neonmoe', 'version': '2.11.0'}, 'headless_chrome': {'downloads': 4604, 'github_url': 'https://github.com/Billy-Sheppard', 'version': '1.0.8'}, 'handlebars': {'downloads': 117571, 'github_url': 'https://github.com/sunng87', 'version': '4.5.0'}, 'form-data': {'downloads': 185, 'github_url': 'https://github.com/fundon', 'version': '0.5.0'}}"
RUSTSEC-2023-0064,2023-09-23T12:00:00Z,gix-transport,Byron,gitoxide,pkg:cargo/gix-transport,[],['code-execution'],0.0.0-0,0.36.1,"{'gix-protocol': {'downloads': 53050, 'github_url': 'https://github.com/Byron', 'version': '0.41.1'}, 'gix': {'downloads': 85071, 'github_url': 'https://github.com/Byron', 'version': '0.55.2'}, 'gitoxide-core': {'downloads': 1457, 'github_url': 'https://github.com/Byron', 'version': '0.33.1'}}"
RUSTSEC-2018-0007,2018-10-09T12:00:00Z,trust-dns-proto,,,pkg:cargo/trust-dns-proto,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H'}]",[],0.0.0-0,0.4.3,"{'actix-connect': {'downloads': 2748093, 'github_url': 'https://github.com/robjtede', 'version': '2.0.0'}, 'public-ip': {'downloads': 205210, 'github_url': 'https://github.com/avitex', 'version': '0.2.2'}, 'trust-dns-https': {'downloads': 998, 'github_url': 'https://github.com/bluejekyll', 'version': '0.21.1'}, 'trust-dns-rustls': {'downloads': 1008, 'github_url': 'https://github.com/bluejekyll', 'version': '0.21.1'}, 'trust-dns-resolver': {'downloads': 149462, 'github_url': 'https://github.com/bluejekyll', 'version': '0.23.2'}, 'trust-dns-client': {'downloads': 6393, 'github_url': 'https://github.com/bluejekyll', 'version': '0.23.2'}, 'trust-dns-server': {'downloads': 9518, 'github_url': 'https://github.com/bluejekyll', 'version': '0.23.2'}, 'trust-dns': {'downloads': 163, 'github_url': 'https://github.com/bluejekyll', 'version': '0.23.2'}, 'mongodb': {'downloads': 38436, 'github_url': 'https://github.com/mongo-rust-driver', 'version': '2.7.1'}, 'deno_net': {'downloads': 495, 'github_url': 'https://github.com/denobot', 'version': '0.118.0'}}"
RUSTSEC-2021-0095,2021-06-01T12:00:00Z,mopa,chris-morgan,mopa,pkg:cargo/mopa,[],"['memory-corruption', 'memory-exposure', 'code-execution']",0.0.0-0,,"{'dtl': {'downloads': 1349, 'github_url': ''}, 'any_key': {'downloads': 20173, 'github_url': ''}, 'ciruela': {'downloads': 523, 'github_url': ''}, 'gc-shadowstack': {'downloads': 195, 'github_url': 'https://github.com/playXE', 'version': '1.1.1'}, 'resticular': {'downloads': 204, 'github_url': 'https://github.com/Haider-Ali-Dev', 'version': '0.1.12'}, 'sgxs-tools': {'downloads': 2799, 'github_url': 'https://github.com/mzohreva', 'version': '0.8.6'}, 'saltyrtc-client': {'downloads': 241, 'github_url': 'https://github.com/dbrgn', 'version': '0.9.0'}, 'surge-imports': {'downloads': 4765, 'github_url': 'https://github.com/klebs6-x', 'version': '0.2.12-alpha.0'}, 'hit-data': {'downloads': 69, 'github_url': 'https://github.com/wimpheling', 'version': '0.0.5'}, 'product-os-capabilities': {'downloads': 54, 'github_url': 'https://github.com/eremyjay', 'version': '0.0.11'}}"
RUSTSEC-2020-0123,2020-01-24T12:00:00Z,libp2p-deflate,libp2p,rust-libp2p,pkg:cargo/libp2p-deflate,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H'}]",['memory-exposure'],0.0.0-0,0.27.1,"{'p2p-net-oura': {'downloads': 45, 'github_url': 'https://github.com/tigthor', 'version': '0.39.3'}}"
RUSTSEC-2020-0089,2020-12-09T12:00:00Z,nanorand,,,pkg:cargo/nanorand,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N'}]",['crypto-failure'],0.0.0-0,0.5.1,"{'passphrase_lib': {'downloads': 2930, 'github_url': 'https://github.com/charleschege', 'version': '1.0.4'}, 'nebari': {'downloads': 7124, 'github_url': 'https://github.com/ecton', 'version': '0.5.5'}, 'prioritized-metered-channel': {'downloads': 267874, 'github_url': 'https://github.com/drahnr', 'version': '0.5.1'}, 'flume': {'downloads': 1286321, 'github_url': 'https://github.com/zesterer', 'version': '0.11.0'}, 'smoltcp-nal': {'downloads': 1816, 'github_url': 'https://github.com/ryan-summers', 'version': '0.4.1'}, 'rune-modules': {'downloads': 260, 'github_url': 'https://github.com/udoprog', 'version': '0.13.1'}, 'ntex-h2': {'downloads': 2637, 'github_url': 'https://github.com/fafhrd91', 'version': '0.4.4'}, 'graph': {'downloads': 169, 'github_url': 'https://github.com/s1ck', 'version': '0.3.1'}, 'bp7': {'downloads': 35, 'github_url': 'https://github.com/gh0st42', 'version': '0.10.6'}, 'ntex': {'downloads': 288, 'github_url': 'https://github.com/fafhrd91', 'version': '0.7.13'}}"
RUSTSEC-2020-0066,2020-11-02T12:00:00Z,safe_bindgen,maidsafe,sn_bindgen,pkg:cargo/safe_bindgen,[],[],0.0.0-0,,"{'safe_authenticator_ffi': {'downloads': 311, 'github_url': 'https://github.com/MaidSafe-QA', 'version': '0.17.1'}, 'safe_app': {'downloads': 253, 'github_url': 'https://github.com/MaidSafe-QA', 'version': '0.18.1'}}"
RUSTSEC-2023-0033,2023-04-12T12:00:00Z,borsh,near,borsh-rs,near,borsh-rs,pkg:cargo/borsh,[],['memory-corruption'],0.0.0-0,1.0.0-alpha.1,"{'fixed': {'downloads': 74557, 'github_url': 'https://github.com/tspiteri', 'version': '1.24.0'}, 'spl-associated-token-account': {'downloads': 125610, 'github_url': 'https://github.com/solana-grimes', 'version': '2.2.0'}, 'anchor-lang': {'downloads': 6052, 'github_url': 'https://github.com/acheroncrypto', 'version': '0.29.0'}, 'anchor-spl': {'downloads': 2497, 'github_url': 'https://github.com/acheroncrypto', 'version': '0.29.0'}, 'rust_decimal': {'downloads': 123205, 'github_url': 'https://github.com/paupino', 'version': '1.33.1'}, 'uuid': {'downloads': 649538, 'github_url': 'https://github.com/KodrAus', 'version': '1.6.1'}, 'solana-program': {'downloads': 663, 'github_url': 'https://github.com/solana-grimes', 'version': '1.17.7'}, 'solana-sdk': {'downloads': 435, 'github_url': 'https://github.com/solana-grimes', 'version': '1.17.7'}, 'solana-transaction-status': {'downloads': 280, 'github_url': 'https://github.com/solana-grimes', 'version': '1.17.7'}, 'solana-banks-client': {'downloads': 66, 'github_url': 'https://github.com/solana-grimes', 'version': '1.17.7'}}"
RUSTSEC-2022-0078,2022-01-14T12:00:00Z,bumpalo,fitzgen,bumpalo,pkg:cargo/bumpalo,[],"['memory-corruption', 'memory-exposure']",1.1.0,3.11.1,"{'dodrio': {'downloads': 76719, 'github_url': 'https://github.com/fitzgen', 'version': '0.2.0'}, 'serum_dex': {'downloads': 21206, 'github_url': 'https://github.com/armaniferrante', 'version': '0.5.4'}, 'dprint-swc-ecma-ast-view': {'downloads': 262, 'github_url': 'https://github.com/dsherret', 'version': '0.56.0'}, 'macroquad': {'downloads': 4789, 'github_url': 'https://github.com/not-fl3', 'version': '0.4.4'}, 'dprint-swc-ext': {'downloads': 11044, 'github_url': 'https://github.com/dsherret', 'version': '0.13.0'}, 'hashbrown': {'downloads': 587582, 'github_url': 'https://github.com/Amanieu', 'version': '0.14.3'}, 'dprint-core': {'downloads': 141, 'github_url': 'https://github.com/dsherret', 'version': '0.65.0'}, 'wasm-bindgen-backend': {'downloads': 195411, 'github_url': 'https://github.com/alexcrichton', 'version': '0.2.89'}, 'cranelift-codegen': {'downloads': 427, 'github_url': 'https://github.com/wasmtime-publish', 'version': '0.102.1'}, 'wasmtime': {'downloads': 415, 'github_url': 'https://github.com/wasmtime-publish', 'version': '15.0.1'}}"
RUSTSEC-2020-0135,2020-11-17T12:00:00Z,slock,BrokenLamp,slock-rs,pkg:cargo/slock,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H'}]","['memory-corruption', 'thread-safety']",0.0.0-0,0.2.0,{}
RUSTSEC-2023-0025,2023-03-14T12:00:00Z,git-hash,Byron,gitoxide,pkg:cargo/git-hash,[],[],0.0.0-0,,"{'git-repository': {'downloads': 6191, 'github_url': 'https://github.com/Byron', 'version': '0.35.0'}, 'git-features': {'downloads': 11679, 'github_url': 'https://github.com/Byron', 'version': '0.26.5'}, 'git-object': {'downloads': 9365, 'github_url': 'https://github.com/Byron', 'version': '0.26.2'}, 'git-ref': {'downloads': 5583, 'github_url': 'https://github.com/Byron', 'version': '0.24.1'}, 'git-diff': {'downloads': 6006, 'github_url': 'https://github.com/Byron', 'version': '0.26.2'}, 'git-traverse': {'downloads': 6488, 'github_url': 'https://github.com/Byron', 'version': '0.22.2'}, 'git-index': {'downloads': 6098, 'github_url': 'https://github.com/Byron', 'version': '0.12.4'}, 'git-pack': {'downloads': 560, 'github_url': 'https://github.com/Byron', 'version': '0.31.0'}, 'git-odb': {'downloads': 414, 'github_url': 'https://github.com/Byron', 'version': '0.41.0'}, 'git-worktree': {'downloads': 5962, 'github_url': 'https://github.com/Byron', 'version': '0.12.3'}}"
RUSTSEC-2020-0070,2020-11-08T12:00:00Z,lock_api,Amanieu,parking_lot,pkg:cargo/lock_api,[],"['memory-corruption', 'thread-safety']",0.0.0-0,0.4.2,"{'storage-map': {'downloads': 351006, 'github_url': 'https://github.com/kvark', 'version': '0.3.0'}, 'spinning': {'downloads': 976139, 'github_url': 'https://github.com/4lDO2', 'version': '0.1.0'}, 'salsa': {'downloads': 425077, 'github_url': 'https://github.com/matklad', 'version': '0.16.1'}, 'parking_lot': {'downloads': 62513114, 'github_url': 'https://github.com/Amanieu', 'version': '0.12.1'}, 'futures-intrusive': {'downloads': 1736648, 'github_url': 'https://github.com/Matthias247', 'version': '0.5.0'}, 'kanal': {'downloads': 202062, 'github_url': 'https://github.com/fereidani', 'version': '0.1.0-pre8'}, 'spin': {'downloads': 13764321, 'github_url': 'https://github.com/zesterer', 'version': '0.9.8'}, 'dashmap': {'downloads': 2994654, 'github_url': 'https://github.com/xacrimon', 'version': '5.5.3'}, 'abi_stable': {'downloads': 2698, 'github_url': 'https://github.com/rodrimati1992', 'version': '0.11.3'}, 'spinning_top': {'downloads': 227, 'github_url': 'https://github.com/phil-opp', 'version': '0.3.0'}}"
RUSTSEC-2022-0081,2022-02-01T12:00:00Z,json,maciejhirsz,json-rust,maciejhirsz,json-rust,pkg:cargo/json,[],[],0.0.0-0,,"{'ec2_instance_metadata': {'downloads': 504473, 'github_url': 'https://github.com/zacbrown', 'version': '0.3.0'}, 'locate-cargo-manifest': {'downloads': 141446, 'github_url': 'https://github.com/phil-opp', 'version': '0.2.2'}, 'crypto_api_chachapoly': {'downloads': 9580, 'github_url': 'https://github.com/KizzyCode', 'version': '0.5.0'}, 'rls-analysis': {'downloads': 6086, 'github_url': 'https://github.com/Xanewok', 'version': '0.18.3'}, 'base-x': {'downloads': 4861764, 'github_url': 'https://github.com/OrKoN', 'version': '0.2.11'}, 'cargo-all-features': {'downloads': 80664, 'github_url': 'https://github.com/Manishearth', 'version': '1.10.0'}, 'pyroscope': {'downloads': 206542, 'github_url': 'https://github.com/omarabid', 'version': '0.5.7'}, 'solana_rbpf': {'downloads': 59279, 'github_url': 'https://github.com/jackcmay', 'version': '0.8.0'}, 'evcxr': {'downloads': 3546, 'github_url': 'https://github.com/davidlattimore', 'version': '0.16.0'}, 'nats': {'downloads': 1117, 'github_url': 'https://github.com/Jarema', 'version': '0.24.1'}}"
RUSTSEC-2017-0003,2017-03-15T12:00:00Z,security-framework,sfackler,rust-security-framework,pkg:cargo/security-framework,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N'}]",[],0.0.0-0,0.1.12,"{'tls-async': {'downloads': 1475, 'github_url': 'https://github.com/dbcfd', 'version': '0.3.0-alpha.7'}, 'tokio-tls-api': {'downloads': 1863, 'github_url': 'https://github.com/stepancheg', 'version': '0.2.1'}, 'tokio-tls': {'downloads': 7645638, 'github_url': 'https://github.com/LucioFranco', 'version': '0.3.1'}, 'native-tls': {'downloads': 21016337, 'github_url': 'https://github.com/sfackler', 'version': '0.2.11'}, 'tmuntaner-keyring': {'downloads': 837, 'github_url': 'https://github.com/tmuntaner', 'version': '0.1.0-alpha.15'}, 'tokio-native-tls': {'downloads': 15075655, 'github_url': 'https://github.com/Noah-Kennedy', 'version': '0.3.1'}, 'rustls-native-certs': {'downloads': 7636304, 'github_url': 'https://github.com/djc', 'version': '0.6.3'}, 'keyring': {'downloads': 56152, 'github_url': 'https://github.com/brotskydotcom', 'version': '2.0.5'}, 'apple-codesign': {'downloads': 219, 'github_url': 'https://github.com/indygreg', 'version': '0.26.0'}, 'cargo-credential-macos-keychain': {'downloads': 12392, 'github_url': 'https://github.com/rust-lang-owner', 'version': '0.4.0'}}"
RUSTSEC-2020-0162,2020-02-06T12:00:00Z,tokio-proto,tokio-rs,tokio-proto,pkg:cargo/tokio-proto,[],[],0.0.0-0,,"{'tokio-http2': {'downloads': 1369, 'github_url': ''}, 'ldap': {'downloads': 3590, 'github_url': ''}, 'twist': {'downloads': 1440, 'github_url': ''}, 'twists': {'downloads': 725, 'github_url': ''}, 'glop': {'downloads': 737, 'github_url': ''}, 'tokio-uds-proto': {'downloads': 32183, 'github_url': ''}, 'shio': {'downloads': 1259, 'github_url': ''}, 'libvirt-rpc': {'downloads': 610, 'github_url': ''}, 'tokio-tls-api': {'downloads': 1863, 'github_url': 'https://github.com/stepancheg', 'version': '0.2.1'}, 'mles-client': {'downloads': 31, 'github_url': 'https://github.com/jq-rs', 'version': '1.1.7'}}"
RUSTSEC-2020-0027,2020-06-01T12:00:00Z,traitobject,reem,rust-traitobject,pkg:cargo/traitobject,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H'}]",['memory-corruption'],0.0.0-0,,"{'error': {'downloads': 559648, 'github_url': ''}, 'jconfig': {'downloads': 11035, 'github_url': ''}, 'rustless': {'downloads': 3681, 'github_url': ''}, 'unsafe-any': {'downloads': 4288882, 'github_url': ''}, 'cogo-http': {'downloads': 201, 'github_url': 'https://github.com/zhuxiujia', 'version': '0.1.13'}, 'mco-http': {'downloads': 224, 'github_url': 'https://github.com/zhuxiujia', 'version': '0.1.23'}}"
RUSTSEC-2018-0011,2018-12-18T12:00:00Z,arrayfire,arrayfire,arrayfire-rust,pkg:cargo/arrayfire,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H'}]",['memory-corruption'],3.5.1-0,3.6.0,"{'hal-ml': {'downloads': 1161, 'github_url': ''}, 'gpu-sw': {'downloads': 693, 'github_url': ''}, 'arrayfire_serde': {'downloads': 619, 'github_url': ''}, 'rail': {'downloads': 402, 'github_url': 'https://github.com/nlsnightmare', 'version': '0.3.1'}, 'af-opencl-interop': {'downloads': 1411, 'github_url': 'https://github.com/9prady9', 'version': '3.7.1'}, 'cogent': {'downloads': 303, 'github_url': 'https://github.com/JonathanWoollett-Light', 'version': '0.6.3'}, 'gad': {'downloads': 332, 'github_url': 'https://github.com/ma2bd', 'version': '0.2.0'}, 'mushin': {'downloads': 150, 'github_url': 'https://github.com/c0dearm', 'version': '0.5.0'}, 'tc-tensor': {'downloads': 354, 'github_url': 'https://github.com/haydnv', 'version': '0.8.0'}, 'afarray': {'downloads': 115, 'github_url': 'https://github.com/haydnv', 'version': '0.15.1'}}"
RUSTSEC-2022-0039,2022-01-17T12:00:00Z,odbc,Koka,odbc-rs,pkg:cargo/odbc,[],[],0.0.0-0,,"{'r2d2_odbc': {'downloads': 1913, 'github_url': 'https://github.com/Koka', 'version': '0.5.0'}, 'unidb_odbc': {'downloads': 198, 'github_url': 'https://github.com/book5017', 'version': '0.1.1'}, 'odbc-iter': {'downloads': 3548, 'github_url': 'https://github.com/jpastuszek', 'version': '0.2.7'}}"
RUSTSEC-2021-0083,2021-01-20T12:00:00Z,derive-com-impl,Connicpu,com-impl,pkg:cargo/derive-com-impl,[],['memory-corruption'],0.0.0-0,0.1.2,"{'dcommon': {'downloads': 3781, 'github_url': 'https://github.com/Connicpu', 'version': '0.3.0-alpha1'}, 'com-impl': {'downloads': 55, 'github_url': 'https://github.com/Connicpu', 'version': '0.2.0'}}"
RUSTSEC-2021-0129,2021-12-14T12:00:00Z,openssl-src,,,pkg:cargo/openssl-src,[],['denial-of-service'],300.0.0,300.0.4,"{'datachannel-sys': {'downloads': 95, 'github_url': 'https://github.com/lerouxrgd', 'version': '0.19.1'}, 'openssl-sys': {'downloads': 351923, 'github_url': 'https://github.com/alex', 'version': '0.9.96'}, 'tongsuo-sys': {'downloads': 489, 'github_url': 'https://github.com/zh-jq', 'version': '0.9.96'}, 'summa-core': {'downloads': 32, 'github_url': 'https://github.com/ppodolsky', 'version': '0.22.7'}}"
RUSTSEC-2023-0005,2023-01-11T12:00:00Z,tokio,tokio-rs,tokio,pkg:cargo/tokio,[],['memory-exposure'],1.21.0,1.24.2,"{'tower-service': {'downloads': 44838006, 'github_url': 'https://github.com/hawkw', 'version': '0.3.2'}, 'tokio-rustls': {'downloads': 9606691, 'github_url': 'https://github.com/djc', 'version': '0.24.1'}, 'reqwest': {'downloads': 3450622, 'github_url': 'https://github.com/seanmonstar', 'version': '0.11.22'}, 'tokio-util': {'downloads': 2769218, 'github_url': 'https://github.com/Darksonn', 'version': '0.7.10'}, 'futures-util': {'downloads': 3529118, 'github_url': 'https://github.com/taiki-e', 'version': '0.3.29'}, 'futures': {'downloads': 2731128, 'github_url': 'https://github.com/taiki-e', 'version': '0.3.29'}, 'tokio-macros': {'downloads': 1577397, 'github_url': 'https://github.com/carllerche', 'version': '2.2.0'}, 'tracing-subscriber': {'downloads': 850442, 'github_url': 'https://github.com/hawkw', 'version': '0.3.18'}, 'h2': {'downloads': 37080, 'github_url': 'https://github.com/seanmonstar', 'version': '0.4.0'}, 'hyper': {'downloads': 41757, 'github_url': 'https://github.com/seanmonstar', 'version': '1.0.1'}}"
RUSTSEC-2020-0050,2020-09-27T12:00:00Z,dync,elrnv,dync,pkg:cargo/dync,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H'}]",[],0.0.0-0,0.5.0,"{'meshx': {'downloads': 74, 'github_url': 'https://github.com/elrnv', 'version': '0.6.1'}}"
RUSTSEC-2020-0115,2020-11-16T12:00:00Z,ruspiro-singleton,RusPiRo,ruspiro-singleton,pkg:cargo/ruspiro-singleton,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H'}]","['memory-corruption', 'thread-safety']",0.0.0-0,0.4.1,"{'ruspiro-console': {'downloads': 343, 'github_url': 'https://github.com/2ndTaleStudio', 'version': '0.5.3'}, 'ruspiro-gpio': {'downloads': 1247, 'github_url': 'https://github.com/2ndTaleStudio', 'version': '0.4.3'}, 'ruspiro-i2c': {'downloads': 354, 'github_url': 'https://github.com/2ndTaleStudio', 'version': '0.4.0'}, 'ruspiro-interrupt': {'downloads': 581, 'github_url': 'https://github.com/2ndTaleStudio', 'version': '0.5.0'}, 'ruspiro-timer': {'downloads': 213, 'github_url': 'https://github.com/2ndTaleStudio', 'version': '0.6.0'}}"
RUSTSEC-2021-0109,2021-07-25T12:00:00Z,ckb,nervosnetwork,ckb,pkg:cargo/ckb,[],[],0.0.0-0,0.40.0,{}
RUSTSEC-2022-0019,2022-05-10T12:00:00Z,crossbeam-channel,crossbeam-rs,crossbeam,pkg:cargo/crossbeam-channel,[],[],0.0.0-0,0.4.3,"{'crossbeam': {'downloads': 10748442, 'github_url': 'https://github.com/taiki-e', 'version': '0.8.2'}, 'flume': {'downloads': 1286321, 'github_url': 'https://github.com/zesterer', 'version': '0.11.0'}, 'notify': {'downloads': 926237, 'github_url': 'https://github.com/0xpr03', 'version': '6.1.1'}, 'slog-async': {'downloads': 334679, 'github_url': 'https://github.com/Techcable', 'version': '2.8.0'}, 'actix': {'downloads': 214188, 'github_url': 'https://github.com/robjtede', 'version': '0.13.1'}, 'tracing-appender': {'downloads': 127684, 'github_url': 'https://github.com/hawkw', 'version': '0.2.3'}, 'opentelemetry_sdk': {'downloads': 73074, 'github_url': 'https://github.com/jtescher', 'version': '0.21.1'}, 'hdrhistogram': {'downloads': 58806, 'github_url': 'https://github.com/jonhoo', 'version': '7.5.4'}, 'ignore': {'downloads': 82766, 'github_url': 'https://github.com/BurntSushi', 'version': '0.4.21'}, 'cadence': {'downloads': 23, 'github_url': 'https://github.com/56quarters', 'version': '1.0.0'}}"
RUSTSEC-2023-0052,2023-08-22T12:00:00Z,webpki,,,pkg:cargo/webpki,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H'}]",['denial-of-service'],0.0.0-0,0.22.2,"{'actix-net': {'downloads': 539924, 'github_url': ''}, 'actix-connect': {'downloads': 2748101, 'github_url': 'https://github.com/robjtede', 'version': '2.0.0'}, 'hyper-proxy': {'downloads': 1994731, 'github_url': 'https://github.com/tafia', 'version': '0.9.1'}, 'tls-api': {'downloads': 82092, 'github_url': 'https://github.com/stepancheg', 'version': '0.9.0'}, 'async-tls': {'downloads': 32476, 'github_url': 'https://github.com/dignifiedquire', 'version': '0.12.0'}, 'mysql': {'downloads': 69848, 'github_url': 'https://github.com/blackbeam', 'version': '24.0.0'}, 'tokio-modbus': {'downloads': 13575, 'github_url': 'https://github.com/uklotzde', 'version': '0.9.0'}, 'electrum-client': {'downloads': 4520, 'github_url': 'https://github.com/danielabrozzoni', 'version': '0.18.0'}, 'mysql_async': {'downloads': 32748, 'github_url': 'https://github.com/blackbeam', 'version': '0.33.0'}, 'http_req': {'downloads': 40, 'github_url': 'https://github.com/jayjamesjay', 'version': '0.10.2'}}"
RUSTSEC-2020-0007,2020-03-27T12:00:00Z,bitvec,myrrlyn,bitvec,pkg:cargo/bitvec,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H'}]",['memory-corruption'],0.11.0,0.17.4,"{'packed_struct': {'downloads': 446007, 'github_url': 'https://github.com/rudib', 'version': '0.10.1'}, 'ff': {'downloads': 5028399, 'github_url': 'https://github.com/str4d', 'version': '0.13.0'}, 'jubjub': {'downloads': 129219, 'github_url': 'https://github.com/str4d', 'version': '0.10.0'}, 'asn1-rs': {'downloads': 2571487, 'github_url': 'https://github.com/chifflier', 'version': '0.5.2'}, 'rkyv': {'downloads': 3400556, 'github_url': 'https://github.com/djkoloski', 'version': '0.7.42'}, 'coins-bip39': {'downloads': 304212, 'github_url': 'https://github.com/prestwich', 'version': '0.8.7'}, 'bson': {'downloads': 220811, 'github_url': 'https://github.com/mongo-rust-driver', 'version': '2.7.0'}, 'mysql_common': {'downloads': 38239, 'github_url': 'https://github.com/blackbeam', 'version': '0.31.0'}, 'scale-info': {'downloads': 387167, 'github_url': 'https://github.com/bkchr', 'version': '2.10.0'}, 'parity-scale-codec': {'downloads': 22607, 'github_url': 'https://github.com/ascjones', 'version': '3.6.9'}}"
RUSTSEC-2020-0142,2020-11-29T12:00:00Z,syncpool,Chopinsky,byte_buffer,pkg:cargo/syncpool,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H'}]",['memory-corruption'],0.0.0-0,0.1.6,"{'sync_tools': {'downloads': 219, 'github_url': 'https://github.com/Chopinsky', 'version': '0.1.1'}, 'syncmap': {'downloads': 120, 'github_url': 'https://github.com/behrouz-rfa', 'version': '0.1.3'}, 'memory-cache-rust': {'downloads': 85, 'github_url': 'https://github.com/behrouz-rfa', 'version': '0.1.0-alpha'}}"
RUSTSEC-2020-0011,2020-04-23T12:00:00Z,plutonium,,,pkg:cargo/plutonium,[],[],0.0.0-0,,{}
