id,published,name,gh_owner,gh_repo,purl,severity,categories_vuln,categories_package,github_link,introduced_version,patched_version,dependents
RUSTSEC-2021-0024,2021-02-15T12:00:00Z,safe-api,maidsafe,sn_api,pkg:cargo/safe-api,[],[],[],https://github.com/maidsafe/safe-api,0.0.0-0,,{}
RUSTSEC-2019-0012,2019-07-19T12:00:00Z,smallvec,servo,rust-smallvec,pkg:cargo/smallvec,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H'}]","['code-execution', 'memory-corruption']",['data-structures'],https://github.com/servo/rust-smallvec,0.6.3,0.6.10,"{'tinyvec': {'downloads': 63276164, 'github_url': 'https://github.com/Lokathor/tinyvec', 'categories': ['data-structures', 'no-std'], 'version': '1.6.0'}, 'bs58': {'downloads': 1769966, 'github_url': 'https://github.com/Nullus157/bs58-rs', 'categories': [], 'version': '0.5.0'}, 'addr2line': {'downloads': 8293563, 'github_url': 'https://github.com/gimli-rs/addr2line', 'categories': ['development-tools::debugging'], 'version': '0.21.0'}, 'actix-http': {'downloads': 1129064, 'github_url': 'https://github.com/actix/actix-web.git', 'categories': ['network-programming', 'asynchronous', 'web-programming::http-server', 'web-programming::websocket'], 'version': '3.4.0'}, 'actix-web': {'downloads': 1120473, 'github_url': 'https://github.com/actix/actix-web.git', 'categories': ['network-programming', 'asynchronous', 'web-programming::websocket', 'web-programming::http-server'], 'version': '4.4.0'}, 'parking_lot_core': {'downloads': 4638636, 'github_url': 'https://github.com/Amanieu/parking_lot', 'categories': ['concurrency'], 'version': '0.9.9'}, 'trust-dns-proto': {'downloads': 170654, 'github_url': 'https://github.com/bluejekyll/trust-dns', 'categories': ['network-programming'], 'version': '0.23.2'}, 'trust-dns-resolver': {'downloads': 150673, 'github_url': 'https://github.com/bluejekyll/trust-dns', 'categories': ['network-programming'], 'version': '0.23.2'}, 'tracing-opentelemetry': {'downloads': 72407, 'github_url': 'https://github.com/tokio-rs/tracing-opentelemetry', 'categories': ['development-tools::profiling', 'asynchronous', 'development-tools::debugging'], 'version': '0.22.0'}, 'tracing-subscriber': {'downloads': 871469, 'github_url': 'https://github.com/tokio-rs/tracing', 'categories': ['development-tools::profiling', 'asynchronous', 'development-tools::debugging'], 'version': '0.3.18'}}"
RUSTSEC-2020-0080,2020-11-13T12:00:00Z,miow,yoshuawuyts,miow,pkg:cargo/miow,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H'}]",[],[],https://github.com/yoshuawuyts/miow,0.3.0-0,0.3.6,"{'tmp_mio': {'downloads': 12242, 'github_url': 'https://github.com/ustulation/mio', 'categories': [], 'version': '0.5.2'}, 'gjio': {'downloads': 3942, 'github_url': 'https://github.com/dwrensha/gjio', 'categories': [], 'version': '0.1.3'}, 'mio-named-pipes': {'downloads': 3154047, 'github_url': 'https://github.com/bbqsrc/mio-named-pipes', 'categories': [], 'version': '0.1.7'}, 'mio-anonymous-pipes': {'downloads': 70709, 'github_url': 'https://github.com/davidhewitt/mio-anonymous-pipes', 'categories': [], 'version': '0.2.0'}, 'cogo': {'downloads': 936, 'github_url': 'https://github.com/co-rs/cogo.git', 'categories': ['concurrency'], 'version': '0.1.36'}, 'may': {'downloads': 1779, 'github_url': 'https://github.com/Xudong-Huang/may.git', 'categories': ['concurrency'], 'version': '0.3.42'}, 'compiletest_rs': {'downloads': 21154, 'github_url': 'https://github.com/laumann/compiletest-rs', 'categories': [], 'version': '0.10.2'}, 'alacritty_terminal': {'downloads': 13107, 'github_url': None, 'categories': [], 'version': '0.19.1'}, 'cargo-util': {'downloads': 20579, 'github_url': 'https://github.com/rust-lang/cargo', 'categories': [], 'version': '0.2.7'}, 'ra_ap_stdx': {'downloads': 1123, 'github_url': None, 'categories': [], 'version': '0.0.187'}}"
RUSTSEC-2022-0088,2022-08-07T12:00:00Z,tauri,tauri-apps,tauri,pkg:cargo/tauri,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:N/A:N'}]",['privilege-escalation'],"['web-programming', 'gui']",https://github.com/tauri-apps/tauri,0.0.0-0,1.0.6,"{'tauri-plugin-positioner': {'downloads': 17867, 'github_url': None, 'categories': [], 'version': '1.0.4'}, 'tauri-plugin-window-state': {'downloads': 12587, 'github_url': None, 'categories': [], 'version': '0.1.0'}, 'rspc': {'downloads': 8052, 'github_url': 'https://github.com/oscartbeaumont/rspc', 'categories': ['web-programming', 'asynchronous'], 'version': '0.1.3'}, 'tauri-specta': {'downloads': 4741, 'github_url': 'https://github.com/oscartbeaumont/tauri-specta', 'categories': ['web-programming', 'asynchronous'], 'version': '1.0.2'}, 'specta': {'downloads': 10056, 'github_url': 'https://github.com/oscartbeaumont/specta', 'categories': ['web-programming', 'asynchronous'], 'version': '1.0.5'}, 'tauri-plugin-window': {'downloads': 7469, 'github_url': None, 'categories': [], 'version': '2.0.0-alpha.2'}, 'httpz': {'downloads': 217, 'github_url': 'https://github.com/oscartbeaumont/httpz', 'categories': ['web-programming', 'web-programming::http-server', 'network-programming', 'development-tools', 'asynchronous'], 'version': '0.0.6'}, 'tauri-plugin-log': {'downloads': 291, 'github_url': None, 'categories': [], 'version': '2.0.0-alpha.4'}, 'tauri-plugin-notification': {'downloads': 215, 'github_url': None, 'categories': [], 'version': '2.0.0-alpha.5'}, 'tauri-plugin-shell': {'downloads': 1817, 'github_url': None, 'categories': [], 'version': '2.0.0-alpha.4'}}"
RUSTSEC-2021-0032,2021-03-01T12:00:00Z,byte_struct,wwylele,byte-struct-rs,pkg:cargo/byte_struct,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H'}]",['memory-corruption'],['encoding'],https://github.com/wwylele/byte-struct-rs,0.0.0-0,0.6.1,"{'catnip': {'downloads': 135, 'github_url': 'https://github.com/jlogan03/catnip', 'categories': [], 'version': '0.3.1'}}"
RUSTSEC-2022-0067,2022-10-22T12:00:00Z,lzf,badboy,lzf-rs,pkg:cargo/lzf,[],[],[],https://github.com/badboy/lzf-rs,0.0.0-0,0.3.2,"{'rdb': {'downloads': 1509, 'github_url': 'https://github.com/badboy/rdb-rs', 'categories': [], 'version': '0.2.1'}, 'pebble': {'downloads': 687, 'github_url': None, 'categories': [], 'version': '0.8.5'}, 'newbee': {'downloads': 699, 'github_url': 'https://github.com/wayslog/newbee', 'categories': ['database', 'caching', 'parsing'], 'version': '0.1.7'}, 'lzf_headers': {'downloads': 500, 'github_url': 'https://github.com/silverbeak/lzf_headers', 'categories': [], 'version': '0.1.1'}, 'krita': {'downloads': 310, 'github_url': 'https://git.linkmauve.fr/linkmauve/krita', 'categories': ['graphics', 'multimedia::images', 'encoding', 'parser-implementations'], 'version': '0.2.1'}, 'pcd_reader': {'downloads': 222, 'github_url': None, 'categories': [], 'version': '0.1.0'}, 'xc3_lib': {'downloads': 45, 'github_url': 'https://github.com/ScanMountGoat/xc3_lib', 'categories': [], 'version': '0.2.0'}}"
RUSTSEC-2020-0079,2020-11-06T12:00:00Z,socket2,rust-lang,socket2-rs,pkg:cargo/socket2,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H'}]",[],"['api-bindings', 'network-programming']",https://github.com/rust-lang/socket2,0.0.0-0,0.3.16,"{'curl': {'downloads': 6703275, 'github_url': 'https://github.com/alexcrichton/curl-rust', 'categories': ['api-bindings', 'web-programming::http-client'], 'version': '0.4.44'}, 'ipconfig': {'downloads': 1366918, 'github_url': 'https://github.com/liranringel/ipconfig', 'categories': [], 'version': '0.3.2'}, 'miow': {'downloads': 279469, 'github_url': 'https://github.com/yoshuawuyts/miow', 'categories': [], 'version': '0.6.0'}, 'tokio-postgres': {'downloads': 882946, 'github_url': 'https://github.com/sfackler/rust-postgres', 'categories': ['database'], 'version': '0.7.10'}, 'actix-server': {'downloads': 1079207, 'github_url': 'https://github.com/actix/actix-net.git', 'categories': ['asynchronous', 'network-programming'], 'version': '2.3.0'}, 'actix-web': {'downloads': 1120473, 'github_url': 'https://github.com/actix/actix-web.git', 'categories': ['network-programming', 'asynchronous', 'web-programming::websocket', 'web-programming::http-server'], 'version': '4.4.0'}, 'redis': {'downloads': 712767, 'github_url': 'https://github.com/redis-rs/redis-rs', 'categories': [], 'version': '0.23.3'}, 'trust-dns-proto': {'downloads': 170654, 'github_url': 'https://github.com/bluejekyll/trust-dns', 'categories': ['network-programming'], 'version': '0.23.2'}, 'tokio': {'downloads': 1850005, 'github_url': 'https://github.com/tokio-rs/tokio', 'categories': ['asynchronous', 'network-programming'], 'version': '1.34.0'}, 'io-lifetimes': {'downloads': 2226, 'github_url': 'https://github.com/sunfishcode/io-lifetimes', 'categories': ['os', 'rust-patterns'], 'version': '2.0.3'}}"
RUSTSEC-2019-0004,2019-05-15T12:00:00Z,libp2p-core,,,pkg:cargo/libp2p-core,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N'}]",[],"['asynchronous', 'network-programming']",https://github.com/libp2p/rust-libp2p,0.8.0-0,0.8.1,"{'libp2p-tcp': {'downloads': 17080, 'github_url': 'https://github.com/libp2p/rust-libp2p', 'categories': ['asynchronous', 'network-programming'], 'version': '0.41.0'}, 'libp2p-swarm': {'downloads': 17794, 'github_url': 'https://github.com/libp2p/rust-libp2p', 'categories': ['asynchronous', 'network-programming'], 'version': '0.44.0'}, 'libp2p-noise': {'downloads': 16904, 'github_url': 'https://github.com/libp2p/rust-libp2p', 'categories': [], 'version': '0.44.0'}, 'libp2p-identify': {'downloads': 16418, 'github_url': 'https://github.com/libp2p/rust-libp2p', 'categories': ['asynchronous', 'network-programming'], 'version': '0.44.0'}, 'libp2p-yamux': {'downloads': 16733, 'github_url': 'https://github.com/libp2p/rust-libp2p', 'categories': ['asynchronous', 'network-programming'], 'version': '0.45.0'}, 'libp2p-websocket': {'downloads': 2213, 'github_url': 'https://github.com/libp2p/rust-libp2p', 'categories': ['asynchronous', 'network-programming'], 'version': '0.43.0'}, 'libp2p-kad': {'downloads': 8049, 'github_url': 'https://github.com/libp2p/rust-libp2p', 'categories': ['asynchronous', 'network-programming'], 'version': '0.45.1'}, 'libp2p': {'downloads': 8668, 'github_url': 'https://github.com/libp2p/rust-libp2p', 'categories': ['asynchronous', 'network-programming'], 'version': '0.53.1'}, 'libp2p-dns': {'downloads': 8328, 'github_url': 'https://github.com/libp2p/rust-libp2p', 'categories': ['asynchronous', 'network-programming'], 'version': '0.41.1'}, 'libp2p-mdns': {'downloads': 4343, 'github_url': 'https://github.com/libp2p/rust-libp2p', 'categories': ['network-programming', 'asynchronous'], 'version': '0.45.1'}}"
RUSTSEC-2020-0096,2020-11-09T12:00:00Z,im,bodil,im-rs,pkg:cargo/im,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H'}]",['thread-safety'],['data-structures'],https://github.com/bodil/im-rs,12.0.0,15.1.0,"{'metrics-runtime': {'downloads': 354922, 'github_url': 'https://github.com/metrics-rs/metrics', 'categories': ['development-tools::debugging'], 'version': '0.13.1'}, 'device-types': {'downloads': 3425, 'github_url': None, 'categories': [], 'version': '0.3.0'}, 'mpmc-map': {'downloads': 14841, 'github_url': 'https://github.com/Protryon/mpmc-map', 'categories': [], 'version': '0.2.0'}, 'druid-shell': {'downloads': 11425, 'github_url': 'https://github.com/linebender/druid', 'categories': ['os::macos-apis', 'os::windows-apis', 'gui'], 'version': '0.8.3'}, 'druid': {'downloads': 11269, 'github_url': 'https://github.com/linebender/druid', 'categories': ['gui'], 'version': '0.8.3'}, 'encase': {'downloads': 205226, 'github_url': 'https://github.com/teoxoy/encase', 'categories': ['rendering'], 'version': '0.6.1'}, 'sway-core': {'downloads': 273, 'github_url': 'https://github.com/FuelLabs/sway', 'categories': [], 'version': '0.47.0'}, 'automerge': {'downloads': 168, 'github_url': 'https://github.com/automerge/automerge', 'categories': [], 'version': '0.5.3'}, 'solana-frozen-abi': {'downloads': 1261, 'github_url': 'https://github.com/solana-labs/solana', 'categories': [], 'version': '1.17.7'}, 'solana-runtime': {'downloads': 147, 'github_url': 'https://github.com/solana-labs/solana', 'categories': [], 'version': '1.17.7'}}"
RUSTSEC-2021-0120,2021-10-17T12:00:00Z,abomonation,TimelyDataflow,abomonation,pkg:cargo/abomonation,[],[],[],https://github.com/TimelyDataflow/abomonation.git,0.0.0-0,,"{'abomonation_derive': {'downloads': 539431, 'github_url': 'https://github.com/mystor/abomonation_derive', 'categories': [], 'version': '0.5.0'}, 'timely_communication': {'downloads': 76812, 'github_url': 'https://github.com/TimelyDataflow/timely-dataflow.git', 'categories': [], 'version': '0.12.0'}, 'timely': {'downloads': 79388, 'github_url': 'https://github.com/TimelyDataflow/timely-dataflow.git', 'categories': [], 'version': '0.12.0'}, 'differential-dataflow': {'downloads': 59209, 'github_url': 'https://github.com/TimelyDataflow/differential-dataflow.git', 'categories': [], 'version': '0.12.0'}, 'actyxos_sdk': {'downloads': 238, 'github_url': None, 'categories': ['network-programming'], 'version': '0.6.0'}, 'esl01-dag-types': {'downloads': 5123, 'github_url': 'https://github.com/facebook/sapling', 'categories': [], 'version': '0.3.0'}, 'lasso': {'downloads': 20154, 'github_url': 'https://github.com/Kixiron/lasso', 'categories': ['concurrency', 'no-std', 'data-structures'], 'version': '0.7.2'}, 'cargo-tally': {'downloads': 296, 'github_url': 'https://github.com/dtolnay/cargo-tally', 'categories': ['development-tools::cargo-plugins'], 'version': '1.0.31'}, 'abomonation_derive_ng': {'downloads': 1712, 'github_url': 'https://github.com/lurk-lab/abomonation_derive', 'categories': [], 'version': '0.1.0'}, 'neptune': {'downloads': 9754, 'github_url': 'https://github.com/lurk-lab/neptune', 'categories': [], 'version': '13.0.0'}}"
RUSTSEC-2021-0065,2021-05-07T12:00:00Z,anymap,chris-morgan,anymap,pkg:cargo/anymap,[],[],"['rust-patterns', 'no-std', 'data-structures']",https://github.com/chris-morgan/anymap,0.0.0-0,,"{'rustful': {'downloads': 8636, 'github_url': 'https://github.com/Ogeon/rustful', 'categories': [], 'version': '0.9.0'}, 'yaecs': {'downloads': 924, 'github_url': 'https://github.com/davidedmonds/yaecs', 'categories': [], 'version': '0.11.0'}, 'liquid-interpreter': {'downloads': 73486, 'github_url': 'https://github.com/cobalt-org/liquid-rust/tree/master/crate/interpreter', 'categories': ['template-engine'], 'version': '0.19.0'}, 'shaku': {'downloads': 35939, 'github_url': 'https://github.com/Mcat12/shaku', 'categories': [], 'version': '0.6.1'}, 'websocat': {'downloads': 2009, 'github_url': 'https://github.com/vi/websocat', 'categories': [], 'version': '1.12.0'}, 'gluon_base': {'downloads': 545, 'github_url': 'https://github.com/gluon-lang/gluon', 'categories': [], 'version': '0.18.2'}, 'yewdux': {'downloads': 2327, 'github_url': 'https://github.com/yewdux/yewdux', 'categories': ['web-programming', 'rust-patterns', 'wasm'], 'version': '0.9.4'}, 'kanin': {'downloads': 729, 'github_url': 'https://github.com/issuu/kanin', 'categories': [], 'version': '0.26.0'}, 'vrl': {'downloads': 3871, 'github_url': 'https://github.com/vectordotdev/vrl', 'categories': ['compilers'], 'version': '0.8.1'}, 'wca': {'downloads': 28, 'github_url': 'https://github.com/Wandalen/wTools/tree/master/module/move/wca', 'categories': ['command-line-utilities', 'command-line-interface'], 'version': '0.4.0'}}"
RUSTSEC-2022-0030,2022-05-21T12:00:00Z,rulex,rulex-rs,rulex,pkg:cargo/rulex,[],['denial-of-service'],"['text-processing', 'parser-implementations']",https://github.com/rulex-rs/pomsky,0.0.0-0,0.4.3,"{'rulex-bin': {'downloads': 127, 'github_url': 'https://github.com/rulex-rs/pomsky', 'categories': ['command-line-utilities', 'text-processing'], 'version': '0.4.5'}, 'rulex-macro': {'downloads': 99, 'github_url': 'https://github.com/rulex-rs/pomsky', 'categories': ['text-processing'], 'version': '0.4.4'}}"
RUSTSEC-2018-0018,2018-09-25T12:00:00Z,smallvec,servo,rust-smallvec,pkg:cargo/smallvec,[],[],['data-structures'],https://github.com/servo/rust-smallvec,0.0.0-0,0.6.13,"{'tinyvec': {'downloads': 63276164, 'github_url': 'https://github.com/Lokathor/tinyvec', 'categories': ['data-structures', 'no-std'], 'version': '1.6.0'}, 'bs58': {'downloads': 1769966, 'github_url': 'https://github.com/Nullus157/bs58-rs', 'categories': [], 'version': '0.5.0'}, 'addr2line': {'downloads': 8293563, 'github_url': 'https://github.com/gimli-rs/addr2line', 'categories': ['development-tools::debugging'], 'version': '0.21.0'}, 'actix-http': {'downloads': 1129064, 'github_url': 'https://github.com/actix/actix-web.git', 'categories': ['network-programming', 'asynchronous', 'web-programming::http-server', 'web-programming::websocket'], 'version': '3.4.0'}, 'actix-web': {'downloads': 1120473, 'github_url': 'https://github.com/actix/actix-web.git', 'categories': ['network-programming', 'asynchronous', 'web-programming::websocket', 'web-programming::http-server'], 'version': '4.4.0'}, 'parking_lot_core': {'downloads': 4638636, 'github_url': 'https://github.com/Amanieu/parking_lot', 'categories': ['concurrency'], 'version': '0.9.9'}, 'trust-dns-proto': {'downloads': 170654, 'github_url': 'https://github.com/bluejekyll/trust-dns', 'categories': ['network-programming'], 'version': '0.23.2'}, 'trust-dns-resolver': {'downloads': 150673, 'github_url': 'https://github.com/bluejekyll/trust-dns', 'categories': ['network-programming'], 'version': '0.23.2'}, 'tracing-opentelemetry': {'downloads': 72407, 'github_url': 'https://github.com/tokio-rs/tracing-opentelemetry', 'categories': ['development-tools::profiling', 'asynchronous', 'development-tools::debugging'], 'version': '0.22.0'}, 'tracing-subscriber': {'downloads': 871469, 'github_url': 'https://github.com/tokio-rs/tracing', 'categories': ['development-tools::profiling', 'asynchronous', 'development-tools::debugging'], 'version': '0.3.18'}}"
RUSTSEC-2021-0081,2021-06-16T12:00:00Z,actix-http,,,pkg:cargo/actix-http,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N'}]",[],"['network-programming', 'asynchronous', 'web-programming::http-server', 'web-programming::websocket']",https://github.com/actix/actix-web.git,3.0.0-0,3.0.0-beta.9,"{'actix-files': {'downloads': 1060976, 'github_url': 'https://github.com/actix/actix-web', 'categories': ['web-programming::http-server', 'asynchronous'], 'version': '0.6.2'}, 'actix-web-validator': {'downloads': 87684, 'github_url': 'https://github.com/rambler-digital-solutions/actix-web-validator', 'categories': ['web-programming', 'encoding'], 'version': '5.0.1'}, 'actix-web-actors': {'downloads': 609816, 'github_url': 'https://github.com/actix/actix-web', 'categories': [], 'version': '4.2.0'}, 'cloudevents-sdk': {'downloads': 44883, 'github_url': 'https://github.com/cloudevents/sdk-rust', 'categories': ['web-programming', 'encoding', 'data-structures'], 'version': '0.7.0'}, 'awc': {'downloads': 132244, 'github_url': 'https://github.com/actix/actix-web.git', 'categories': ['network-programming', 'asynchronous', 'web-programming::websocket', 'web-programming::http-client'], 'version': '3.2.0'}, 'actix-web': {'downloads': 1120473, 'github_url': 'https://github.com/actix/actix-web.git', 'categories': ['network-programming', 'asynchronous', 'web-programming::websocket', 'web-programming::http-server'], 'version': '4.4.0'}, 'actix-test': {'downloads': 84930, 'github_url': 'https://github.com/actix/actix-web.git', 'categories': ['network-programming', 'asynchronous', 'web-programming::websocket', 'web-programming::http-server'], 'version': '0.1.2'}, 'actix-web-opentelemetry': {'downloads': 5805, 'github_url': 'https://github.com/OutThereLabs/actix-web-opentelemetry', 'categories': ['api-bindings'], 'version': '0.16.0'}, 'actix-web-lab': {'downloads': 1824, 'github_url': 'https://github.com/robjtede/actix-web-lab', 'categories': ['network-programming', 'web-programming::websocket', 'web-programming::http-server', 'asynchronous'], 'version': '0.20.1'}, 'async-graphql-actix-web': {'downloads': 2877, 'github_url': 'https://github.com/async-graphql/async-graphql', 'categories': ['network-programming', 'asynchronous'], 'version': '6.0.11'}}"
RUSTSEC-2018-0013,2018-11-27T12:00:00Z,safe-transmute,nabijaczleweli,safe-transmute-rs,pkg:cargo/safe-transmute,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H'}]",[],"['rust-patterns', 'memory-management', 'no-std']",https://github.com/nabijaczleweli/safe-transmute-rs,0.4.0,0.10.1,"{'rocket-game': {'downloads': 304, 'github_url': 'https://github.com/tversteeg/rocket-game.git', 'categories': ['games'], 'version': '0.1.6'}, 'serum': {'downloads': 4240, 'github_url': 'https://github.com/project-serum/serum-dex', 'categories': [], 'version': '0.4.7'}, 'serum_dex': {'downloads': 21207, 'github_url': 'https://github.com/project-serum/serum-dex', 'categories': [], 'version': '0.5.4'}, 'fluence-faas': {'downloads': 338, 'github_url': None, 'categories': [], 'version': '0.16.3'}, 'repgrep': {'downloads': 260, 'github_url': 'https://github.com/acheronfail/repgrep', 'categories': ['command-line-utilities', 'text-processing'], 'version': '0.14.3'}, 'glycin': {'downloads': 1687, 'github_url': 'https://gitlab.gnome.org/sophie-h/glycin', 'categories': [], 'version': '0.1.0'}, 'wasmer-interface-types-fl': {'downloads': 905, 'github_url': 'https://github.com/wasmerio/wasmer', 'categories': [], 'version': '0.27.0'}, 'marine-runtime': {'downloads': 75, 'github_url': None, 'categories': [], 'version': '0.31.0'}, 'dicom-core': {'downloads': 409, 'github_url': 'https://github.com/Enet4/dicom-rs', 'categories': [], 'version': '0.6.3'}, 'gvdb': {'downloads': 32, 'github_url': 'https://github.com/felinira/gvdb-rs', 'categories': ['encoding', 'data-structures', 'gui'], 'version': '0.5.3'}}"
RUSTSEC-2020-0025,2020-05-07T12:00:00Z,bigint,paritytech,bigint,pkg:cargo/bigint,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H'}]",[],[],https://github.com/ethcore/bigint,0.0.0-0,,"{'ethcore-bigint': {'downloads': 3265, 'github_url': 'https://github.com/paritytech/parity', 'categories': [], 'version': '0.2.1'}, 'Gen_Prime': {'downloads': 1208, 'github_url': 'https://github.com/manupp94/Gen_Prime', 'categories': [], 'version': '1.1.9'}, 'imp': {'downloads': 1396, 'github_url': 'https://github.com/lightclient/imp', 'categories': [], 'version': '0.1.0'}, 'cosmwasm-bignumber': {'downloads': 57426, 'github_url': 'https://github.com/terra-project/terra-cosmwasm', 'categories': [], 'version': '2.2.0'}, 'stack_test_epic_core': {'downloads': 3991, 'github_url': 'https://github.com/EpicCash/epic', 'categories': [], 'version': '3.0.3'}, 'stack_test_epic_chain': {'downloads': 3635, 'github_url': 'https://github.com/mimblewimble/epic', 'categories': [], 'version': '3.0.3'}, 'stack_test_epic_api': {'downloads': 3120, 'github_url': 'https://github.com/mimblewimble/epic', 'categories': [], 'version': '3.0.3'}, 'stack_epic_core': {'downloads': 1269, 'github_url': 'https://github.com/cypherstack/epic', 'categories': [], 'version': '3.4.2'}, 'stack_epic_chain': {'downloads': 1123, 'github_url': 'https://github.com/cypherstack/epic', 'categories': [], 'version': '3.4.2'}, 'stack_epic_api': {'downloads': 880, 'github_url': 'https://github.com/cypherstack/epic', 'categories': [], 'version': '3.4.2'}}"
RUSTSEC-2023-0070,2023-11-10T12:00:00Z,self_cell,Voultapher,self_cell,pkg:cargo/self_cell,[],[],"['memory-management', 'rust-patterns']",https://github.com/Voultapher/self_cell,1.0.0,1.0.2,"{'fluent-bundle': {'downloads': 1337121, 'github_url': 'https://github.com/projectfluent/fluent-rs', 'categories': ['localization', 'internationalization'], 'version': '0.15.2'}, 'bracket': {'downloads': 373, 'github_url': 'https://github.com/uwe-app/bracket', 'categories': [], 'version': '0.11.0'}, 'bao-tree': {'downloads': 7105, 'github_url': 'https://github.com/n0-computer/bao-tree', 'categories': ['data-structures'], 'version': '0.9.1'}, 'cosmic-text': {'downloads': 6038, 'github_url': 'https://github.com/pop-os/cosmic-text', 'categories': [], 'version': '0.10.0'}, 'minijinja': {'downloads': 25307, 'github_url': 'https://github.com/mitsuhiko/minijinja', 'categories': [], 'version': '1.0.10'}, 'uu_sort': {'downloads': 473, 'github_url': 'https://github.com/uutils/coreutils/tree/main/src/uu/sort', 'categories': ['command-line-utilities'], 'version': '0.0.23'}, 'async-imap': {'downloads': 1852, 'github_url': 'https://github.com/async-email/async-imap', 'categories': ['email', 'network-programming'], 'version': '0.9.4'}, 'leptos_reactive': {'downloads': 2021, 'github_url': 'https://github.com/leptos-rs/leptos', 'categories': [], 'version': '0.5.4'}, 'wasmer-compiler': {'downloads': 516, 'github_url': 'https://github.com/wasmerio/wasmer', 'categories': ['no-std', 'wasm'], 'version': '4.2.4'}, 'osmpbfreader': {'downloads': 88, 'github_url': 'https://github.com/TeXitoi/osmpbfreader-rs', 'categories': ['encoding', 'science'], 'version': '0.16.1'}}"
RUSTSEC-2020-0160,2020-01-21T12:00:00Z,shamir,Nebulosus,shamir,pkg:cargo/shamir,[],['crypto-failure'],[],https://github.com/Nebulosus/shamir.git,0.0.0-0,2.0.0,{}
RUSTSEC-2017-0001,2017-01-26T12:00:00Z,sodiumoxide,dnaq,sodiumoxide,pkg:cargo/sodiumoxide,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N'}]",[],['cryptography'],https://github.com/sodiumoxide/sodiumoxide,0.0.0-0,0.0.14,"{'maidsafe_types': {'downloads': 4191, 'github_url': 'https://github.com/maidsafe/maidsafe_types', 'categories': [], 'version': '0.2.3'}, 'nat_traversal': {'downloads': 2003, 'github_url': 'https://github.com/maidsafe/nat_traversal', 'categories': [], 'version': '0.4.1'}, 'edcert': {'downloads': 3165, 'github_url': 'https://github.com/zombiemuffin/edcert/', 'categories': [], 'version': '9.0.1'}, 'sovrin-client': {'downloads': 553, 'github_url': None, 'categories': [], 'version': '0.1.1-15'}, 'discord': {'downloads': 3972, 'github_url': 'https://github.com/SpaceManiac/discord-rs', 'categories': [], 'version': '0.8.1'}, 'dup-crypto': {'downloads': 2972, 'github_url': 'https://git.duniter.org/libs/dubp-rs-libs', 'categories': [], 'version': '0.58.0'}, 'rdedup-lib': {'downloads': 1011, 'github_url': 'https://github.com/dpc/rdedup', 'categories': [], 'version': '3.2.0'}, 'radicle-keystore': {'downloads': 6095, 'github_url': None, 'categories': [], 'version': '0.2.0'}, 'dryoc': {'downloads': 2613, 'github_url': 'https://github.com/brndnmtthws/dryoc', 'categories': ['algorithms', 'cryptography'], 'version': '0.5.1'}, 'snow': {'downloads': 96876, 'github_url': 'https://github.com/mcginty/snow', 'categories': ['cryptography'], 'version': '0.9.4'}}"
