id,published,name,gh_owner,gh_repo,purl,severity,categories_vuln,categories_package,github_link,introduced_version,patched_version,date_of_patch,dependents
RUSTSEC-2020-0150,2020-12-17T12:00:00Z,disrustor,sklose,disrustor,pkg:cargo/disrustor,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H'}]","['memory-corruption', 'thread-safety']","['concurrency', 'data-structures']",https://github.com/sklose/disrustor,0.0.0-0,0.3.0,2022-02-21T20:55:54Z,{}
RUSTSEC-2020-0151,2020-11-16T12:00:00Z,generator,Xudong-Huang,generator-rs,pkg:cargo/generator,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H'}]",['memory-corruption'],"['algorithms', 'data-structures']",https://github.com/Xudong-Huang/generator-rs.git,0.0.0-0,0.7.0,,"{'spelling_corrector': {'downloads': 316, 'github_url': 'https://github.com/NavyaZaveri/spell_checker', 'categories': ['command-line-utilities'], 'version': '0.2.3'}, 'n3-core': {'downloads': 246, 'github_url': 'https://github.com/podo-os/n3-core', 'categories': [], 'version': '0.2.0'}, 'cogo': {'downloads': 936, 'github_url': 'https://github.com/co-rs/cogo.git', 'categories': ['concurrency'], 'version': '0.1.36'}, 'ssh_format': {'downloads': 118466, 'github_url': 'https://github.com/openssh-rust/ssh_format', 'categories': ['encoding'], 'version': '0.14.1'}, 'may': {'downloads': 1782, 'github_url': 'https://github.com/Xudong-Huang/may.git', 'categories': ['concurrency'], 'version': '0.3.42'}, 'shuttle': {'downloads': 43695, 'github_url': 'https://github.com/awslabs/shuttle', 'categories': ['concurrency', 'development-tools::testing', 'asynchronous'], 'version': '0.6.1'}, 'loom': {'downloads': 28817, 'github_url': 'https://github.com/tokio-rs/loom', 'categories': ['concurrency', 'data-structures'], 'version': '0.7.1'}, 'kiddo': {'downloads': 315, 'github_url': 'https://github.com/sdd/kiddo', 'categories': [], 'version': '3.0.0'}, 'd3_delaunay_rs': {'downloads': 59, 'github_url': 'https://github.com/martinfrances107/rust_d3_delaunay', 'categories': ['mathematics', 'graphics'], 'version': '0.9.0'}, 'semsimian': {'downloads': 30, 'github_url': None, 'categories': [], 'version': '0.2.11'}}"
RUSTSEC-2020-0152,2020-12-18T12:00:00Z,max7301,edarc,max7301,pkg:cargo/max7301,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H'}]",['memory-corruption'],[],https://github.com/edarc/max7301,0.0.0-0,0.2.0,2021-03-30T21:28:09Z,{}
RUSTSEC-2020-0153,2020-12-31T12:00:00Z,bite,hinaria,bite,pkg:cargo/bite,[],['memory-exposure'],"['encoding', 'parsing']",https://github.com/hinaria/bite,0.0.0-0,,,"{'hina': {'downloads': 481, 'github_url': 'https://github.com/hinaria/hina', 'categories': [], 'version': '0.1.3'}}"
RUSTSEC-2020-0154,2020-12-31T12:00:00Z,buffoon,carllerche,buffoon,pkg:cargo/buffoon,[],['memory-exposure'],[],https://github.com/carllerche/buffoon,0.0.0-0,,,{}
RUSTSEC-2020-0155,2020-12-27T12:00:00Z,acc_reader,netvl,acc_reader,pkg:cargo/acc_reader,[],['memory-exposure'],[],https://github.com/netvl/acc_reader,0.0.0-0,,,"{'kari': {'downloads': 400, 'github_url': 'https://github.com/kari-lang/kari/', 'categories': ['development-tools', 'config', 'command-line-utilities'], 'version': '0.1.0'}, 'soos-sample-project': {'downloads': 67, 'github_url': 'https://github.com/soos-io/sample-project-rust', 'categories': [], 'version': '1.0.1'}}"
RUSTSEC-2020-0156,2020-01-22T12:00:00Z,libsecp256k1-rs,,,pkg:cargo/libsecp256k1-rs,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N'}]",['crypto-failure'],[],https://github.com/tari-labs/libsecp256k1-rs/,0.0.0-0,0.3.1,,{}
RUSTSEC-2020-0157,2020-06-02T12:00:00Z,vm-memory,,,pkg:cargo/vm-memory,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H'}]",['memory-corruption'],['memory-management'],https://github.com/rust-vmm/vm-memory,0.2.0-0,0.2.1,,"{'nydus-blobfs': {'downloads': 20652, 'github_url': 'https://github.com/dragonflyoss/image-service', 'categories': [], 'version': '0.2.0'}, 'dbs-address-space': {'downloads': 6852, 'github_url': 'https://github.com/openanolis/dragonball-sandbox', 'categories': [], 'version': '0.3.0'}, 'dbs-arch': {'downloads': 20070, 'github_url': 'https://github.com/openanolis/dragonball-sandbox', 'categories': [], 'version': '0.2.3'}, 'nydus-storage': {'downloads': 21330, 'github_url': 'https://github.com/dragonflyoss/image-service', 'categories': [], 'version': '0.6.4'}, 'nydus-rafs': {'downloads': 21036, 'github_url': 'https://github.com/dragonflyoss/image-service', 'categories': [], 'version': '0.3.2'}, 'linux-loader': {'downloads': 90393, 'github_url': 'https://github.com/rust-vmm/linux-loader', 'categories': [], 'version': '0.10.0'}, 'fuse-backend-rs': {'downloads': 128, 'github_url': 'https://github.com/cloud-hypervisor/fuse-backend-rs', 'categories': ['os::linux-apis', 'filesystem'], 'version': '0.11.0'}, 'virtio-queue': {'downloads': 6177, 'github_url': 'https://github.com/rust-vmm/vm-virtio', 'categories': [], 'version': '0.10.0'}, 'vhost': {'downloads': 63146, 'github_url': 'https://github.com/rust-vmm/vhost', 'categories': [], 'version': '0.9.0'}, 'vhost-user-backend': {'downloads': 5305, 'github_url': 'https://github.com/rust-vmm/vhost', 'categories': [], 'version': '0.11.0'}}"
RUSTSEC-2020-0158,2020-02-10T12:00:00Z,slice-deque,gnzlbg,slice_deque,pkg:cargo/slice-deque,[],[],"['no-std', 'data-structures']",https://github.com/gnzlbg/slice_deque,0.0.0-0,,,"{'reactive-rs': {'downloads': 1434, 'github_url': 'https://github.com/aldanor/reactive-rs', 'categories': [], 'version': '0.1.1'}, 'mone': {'downloads': 485, 'github_url': 'https://github.com/gky360/mone', 'categories': ['visualization', 'network-programming', 'command-line-utilities'], 'version': '0.1.2'}, 'buf_redux': {'downloads': 10868557, 'github_url': 'https://github.com/abonander/buf_redux', 'categories': [], 'version': '0.8.4'}, 'minimp3': {'downloads': 567045, 'github_url': 'https://github.com/germangb/minimp3-rs.git', 'categories': ['multimedia', 'multimedia::audio'], 'version': '0.5.1'}, 'libsbc': {'downloads': 567, 'github_url': 'https://github.com/mvertescher/libsbc-rs', 'categories': ['api-bindings'], 'version': '0.1.5'}, 'rtplot': {'downloads': 531, 'github_url': 'https://github.com/ostrosco/rtplot', 'categories': [], 'version': '0.2.0'}, 'rapid-xml': {'downloads': 3173, 'github_url': 'https://github.com/tvbeat/rapid-xml', 'categories': ['parser-implementations'], 'version': '0.2.4'}, 'vpk0': {'downloads': 451, 'github_url': 'https://github.com/tehzz/vpk0', 'categories': ['encoding'], 'version': '0.8.2'}, 'fixed-slice-deque': {'downloads': 32846, 'github_url': 'https://github.com/danielsanchezq/fixed-slice-deque', 'categories': ['data-structures'], 'version': '0.1.0-beta2'}, 'buffer-redux': {'downloads': 266954, 'github_url': 'https://github.com/dignifiedquire/buffer-redux', 'categories': [], 'version': '1.0.0'}}"
RUSTSEC-2020-0159,2020-11-10T12:00:00Z,chrono,chronotope,chrono,pkg:cargo/chrono,[],"['code-execution', 'memory-corruption']",['date-and-time'],https://github.com/chronotope/chrono,0.0.0-0,0.4.20,,Failed finding dependents
RUSTSEC-2020-0160,2020-01-21T12:00:00Z,shamir,Nebulosus,shamir,pkg:cargo/shamir,[],['crypto-failure'],[],https://github.com/Nebulosus/shamir.git,0.0.0-0,2.0.0,2020-01-21T08:12:15Z,{}
RUSTSEC-2020-0161,2020-05-07T12:00:00Z,array-macro,,,pkg:cargo/array-macro,[],['memory-corruption'],"['no-std', 'data-structures']",https://codeberg.org/xfix/array-macro,0.1.2,1.0.5,,"{'enum-map-internals': {'downloads': 536, 'github_url': 'https://gitlab.com/KonradBorowski/enum-map', 'categories': [], 'version': '0.2.2'}, 'shared-data': {'downloads': 314, 'github_url': 'https://github.com/asajeffrey/shared-data', 'categories': [], 'version': '0.0.2'}, 'scoped_signal': {'downloads': 700, 'github_url': 'https://github.com/exrook/scoped_signal', 'categories': [], 'version': '0.1.2'}, 'foco': {'downloads': 247, 'github_url': 'https://github.com/tstellanova/foco', 'categories': ['no-std', 'concurrency', 'embedded'], 'version': '0.1.4'}, 'faa_array_queue': {'downloads': 224, 'github_url': 'https://github.com/junkerjorg/faa_array_queue', 'categories': ['algorithms', 'concurrency'], 'version': '0.1.2'}, 'teki': {'downloads': 224, 'github_url': 'https://github.com/o2sh/teki', 'categories': [], 'version': '0.2.0'}, 'VigilantLamp': {'downloads': 222, 'github_url': 'https://github.com/Aandreba/vigilant-lamp', 'categories': ['rendering', 'wasm', 'graphics', 'game-development', 'game-engines'], 'version': '0.0.3'}, 'vigilant_lamp': {'downloads': 192, 'github_url': 'https://github.com/Aandreba/vigilant-lamp', 'categories': ['rendering', 'graphics', 'wasm', 'game-engines', 'game-development'], 'version': '0.0.6'}, 'expire_map': {'downloads': 142, 'github_url': 'https://github.com/rmw-lib/expire_map', 'categories': [], 'version': '0.0.34'}, 'pyxel-engine': {'downloads': 433, 'github_url': 'https://github.com/kitao/pyxel', 'categories': ['multimedia', 'game-engines', 'graphics'], 'version': '1.8.2'}}"
RUSTSEC-2020-0162,2020-02-06T12:00:00Z,tokio-proto,tokio-rs,tokio-proto,pkg:cargo/tokio-proto,[],[],[],https://github.com/tokio-rs/tokio-proto,0.0.0-0,,,"{'tokio-http2': {'downloads': 1369, 'github_url': 'https://github.com/lambdastackio/tokio-http2', 'categories': [], 'version': '0.1.9'}, 'ldap': {'downloads': 3592, 'github_url': 'https://github.com/dequbed/rust-ldap', 'categories': [], 'version': '0.2.0'}, 'twist': {'downloads': 1441, 'github_url': 'https://github.com/rustyhorde/twist', 'categories': [], 'version': '0.7.1'}, 'twists': {'downloads': 726, 'github_url': 'https://github.com/rustyhorde/twists', 'categories': [], 'version': '0.2.1'}, 'glop': {'downloads': 738, 'github_url': 'https://github.com/glop-rs/glop', 'categories': [], 'version': '0.2.5'}, 'tokio-uds-proto': {'downloads': 32188, 'github_url': 'https://www.gitlab.com/dgriffen/tokio-uds-proto', 'categories': ['asynchronous'], 'version': '0.1.1'}, 'shio': {'downloads': 1259, 'github_url': 'https://github.com/mehcode/shio-rs', 'categories': ['web-programming::http-server', 'asynchronous'], 'version': '0.3.0'}, 'libvirt-rpc': {'downloads': 611, 'github_url': 'https://github.com/polachok/libvirt-rpc', 'categories': [], 'version': '0.1.12'}, 'tokio-tls-api': {'downloads': 1865, 'github_url': 'https://github.com/stepancheg/rust-tls-api', 'categories': ['network-programming', 'asynchronous'], 'version': '0.2.1'}, 'mles-client': {'downloads': 31, 'github_url': 'https://github.com/jq-rs/mles-rs', 'categories': ['network-programming'], 'version': '1.1.7'}}"
RUSTSEC-2020-0163,2020-11-03T12:00:00Z,term_size,clap-rs,term_size-rs,pkg:cargo/term_size,[],[],['command-line-interface'],https://github.com/kbknapp/term_size-rs.git,0.0.0-0,,,"{'august': {'downloads': 69790, 'github_url': 'https://gitlab.com/alantrick/august/', 'categories': ['text-processing'], 'version': '2.4.0'}, 'tokei': {'downloads': 279012, 'github_url': 'https://github.com/XAMPPRocky/tokei.git', 'categories': ['visualization', 'development-tools', 'command-line-utilities'], 'version': '12.1.2'}, 'exa': {'downloads': 126215, 'github_url': 'https://github.com/ogham/exa', 'categories': ['command-line-utilities'], 'version': '0.10.1'}, 'cargo-bloat': {'downloads': 48693, 'github_url': 'https://github.com/RazrFalcon/cargo-bloat', 'categories': ['development-tools::cargo-plugins'], 'version': '0.11.1'}, 'cursive': {'downloads': 89473, 'github_url': 'https://github.com/gyscos/cursive', 'categories': ['command-line-interface', 'gui'], 'version': '0.20.0'}, 'k9': {'downloads': 76724, 'github_url': 'https://github.com/aaronabramov/k9', 'categories': [], 'version': '0.11.6'}, 'billboard': {'downloads': 2262, 'github_url': 'https://github.com/EverlastingBugstopper/billboard', 'categories': ['value-formatting'], 'version': '0.2.0'}, 'wrangler': {'downloads': 2385, 'github_url': 'https://github.com/cloudflare/wrangler-legacy', 'categories': ['web-programming', 'command-line-utilities', 'wasm', 'development-tools'], 'version': '1.21.0'}, 'contract-build': {'downloads': 14519, 'github_url': 'https://github.com/paritytech/cargo-contract', 'categories': [], 'version': '3.2.0'}, 'wasmer-wasix': {'downloads': 194, 'github_url': 'https://github.com/wasmerio/wasmer', 'categories': ['os', 'wasm'], 'version': '0.17.0'}}"
RUSTSEC-2020-0164,2020-08-27T12:00:00Z,cell-project,RustyYato,cell-project,RustyYato,cell-project,RustyYato,cell-project,pkg:cargo/cell-project,[],['memory-corruption'],[],https://github.com/KrishnaSannasi/cell-project,0.0.0-0,0.1.4,2022-04-30T14:29:30Z,{}
RUSTSEC-2020-0165,2020-07-04T12:00:00Z,mozjpeg,ImageOptim,mozjpeg-rust,kornelski,rust-rgb,pkg:cargo/mozjpeg,[],['memory-corruption'],['multimedia::images'],https://github.com/ImageOptim/mozjpeg-rust,0.0.0-0,0.8.19,,"{'libheif': {'downloads': 528, 'github_url': 'https://github.com/oussama/libheif-rs', 'categories': [], 'version': '0.1.1'}, 'r-u-still-there': {'downloads': 213, 'github_url': 'https://git.sr.ht/~paxswill/r-u-still-there', 'categories': [], 'version': '0.3.0'}, 'awmpde_structs': {'downloads': 543, 'github_url': 'https://github.com/i1i1/awmpde', 'categories': [], 'version': '0.7.1'}, 'post_maker': {'downloads': 99, 'github_url': 'https://github.com/PiyushXCoder/post_maker', 'categories': [], 'version': '0.6.3'}, 'image_compressor': {'downloads': 1005, 'github_url': 'https://github.com/altair823/image_compressor', 'categories': [], 'version': '1.3.0'}, 'nokhwa-core': {'downloads': 4580, 'github_url': 'https://github.com/l1npengtul/nokhwa', 'categories': [], 'version': '0.1.2'}, 'hdrfix': {'downloads': 132, 'github_url': 'https://github.com/brion/hdrfix.git', 'categories': ['multimedia::images', 'command-line-utilities'], 'version': '1.0.5'}, 'rimage': {'downloads': 109, 'github_url': 'https://github.com/SalOne22/rimage', 'categories': ['compression', 'multimedia::images'], 'version': '0.9.1'}, 'load_image': {'downloads': 1583, 'github_url': 'https://gitlab.com/kornelski/load_image', 'categories': ['multimedia::images'], 'version': '3.1.4'}}"
RUSTSEC-2020-0166,2020-09-04T12:00:00Z,personnummer,personnummer,rust,pkg:cargo/personnummer,[],[],[],https://github.com/personnummer/rust,0.0.0-0,3.0.1,2021-11-01T17:23:46Z,"{'organisationsnummer': {'downloads': 69, 'github_url': 'https://github.com/organisationsnummer/rust', 'categories': [], 'version': '1.0.0'}}"
RUSTSEC-2020-0167,2020-06-19T12:00:00Z,pnet_packet,libpnet,libpnet,pkg:cargo/pnet_packet,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.0/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:H/A:H'}]",['memory-corruption'],"['parser-implementations', 'network-programming']",https://github.com/libpnet/libpnet,0.0.0-0,0.27.2,,"{'lib_blaster': {'downloads': 475, 'github_url': 'https://github.com/LEXUGE/lib_blaster', 'categories': [], 'version': '0.3.1'}, 'pnet_bandwhich_fork': {'downloads': 3870, 'github_url': 'https://github.com/libpnet/libpnet', 'categories': ['network-programming', 'parser-implementations'], 'version': '0.23.1'}, 'armada_lib': {'downloads': 531, 'github_url': 'https://github.com/resyncgg/armada', 'categories': [], 'version': '1.0.4'}, 'geph-nat': {'downloads': 10008, 'github_url': None, 'categories': [], 'version': '0.1.6'}, 'surge-ping': {'downloads': 170403, 'github_url': 'https://github.com/kolapapa/surge-ping', 'categories': ['network-programming', 'asynchronous'], 'version': '0.8.0'}, 'pnet_transport': {'downloads': 75063, 'github_url': 'https://github.com/libpnet/libpnet', 'categories': ['network-programming'], 'version': '0.34.0'}, 'pnet': {'downloads': 75092, 'github_url': 'https://github.com/libpnet/libpnet', 'categories': ['parser-implementations', 'network-programming'], 'version': '0.34.0'}, 'tracert': {'downloads': 3906, 'github_url': 'https://github.com/shellrow/tracert', 'categories': ['network-programming'], 'version': '0.7.0'}, 'geph4-client': {'downloads': 216, 'github_url': 'https://github.com/geph-official/geph4-client', 'categories': [], 'version': '4.10.1'}, 'geph4-exit': {'downloads': 55, 'github_url': 'https://github.com/geph-official/geph4-exit', 'categories': [], 'version': '0.11.3'}}"
RUSTSEC-2020-0168,2020-07-14T12:00:00Z,mach,fitzgen,mach,pkg:cargo/mach,[],[],"['os', 'external-ffi-bindings', 'api-bindings', 'no-std']",https://github.com/fitzgen/mach,0.0.0-0,,,"{'CoreFoundation-sys': {'downloads': 779206, 'github_url': 'https://github.com/dcuddeback/core-foundation-sys', 'categories': [], 'version': '0.1.4'}, 'IOKit-sys': {'downloads': 776623, 'github_url': 'https://github.com/dcuddeback/iokit-sys', 'categories': [], 'version': '0.1.5'}, 'slice-deque': {'downloads': 871544, 'github_url': 'https://github.com/gnzlbg/slice_deque', 'categories': ['no-std', 'data-structures'], 'version': '0.3.0'}, 'battery': {'downloads': 330294, 'github_url': 'https://github.com/svartalf/rust-battery', 'categories': ['os'], 'version': '0.7.8'}, 'benfred-read-process-memory': {'downloads': 401420, 'github_url': 'https://github.com/benfred/read-process-memory', 'categories': [], 'version': '0.2.1'}, 'region': {'downloads': 3501138, 'github_url': 'https://github.com/darfink/region-rs', 'categories': [], 'version': '3.0.0'}, 'psutil': {'downloads': 874879, 'github_url': 'https://github.com/rust-psutil/rust-psutil', 'categories': [], 'version': '3.2.2'}, 'remoteprocess': {'downloads': 183, 'github_url': 'https://github.com/benfred/remoteprocess', 'categories': [], 'version': '0.4.13'}, 'wasmer-vm': {'downloads': 592, 'github_url': 'https://github.com/wasmerio/wasmer', 'categories': ['wasm'], 'version': '4.2.4'}, 'wasmtime-runtime': {'downloads': 511, 'github_url': 'https://github.com/bytecodealliance/wasmtime', 'categories': ['wasm'], 'version': '15.0.1'}}"
RUSTSEC-2021-0001,2021-01-04T12:00:00Z,mdbook,,,pkg:cargo/mdbook,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N'}]",['code-execution'],[],https://github.com/rust-lang/mdBook,0.1.4-0,0.4.5,,"{'mdbook-plantuml': {'downloads': 14229, 'github_url': 'https://github.com/sytsereitsma/mdbook-plantuml', 'categories': [], 'version': '0.8.0'}, 'mdbook-template': {'downloads': 31107, 'github_url': 'https://github.com/sgoudham/mdbook-template', 'categories': [], 'version': '1.1.0'}, 'mdbook-linkcheck': {'downloads': 64479, 'github_url': 'https://github.com/Michael-F-Bryan/mdbook-linkcheck', 'categories': [], 'version': '0.7.7'}, 'mdbook-svgbob': {'downloads': 64754, 'github_url': 'https://github.com/boozook/mdbook-svgbob.git', 'categories': ['command-line-utilities', 'visualization', 'text-processing'], 'version': '0.2.1'}, 'mdbook-mermaid': {'downloads': 39655, 'github_url': 'https://github.com/badboy/mdbook-mermaid', 'categories': [], 'version': '0.12.6'}, 'mdbook-graphviz': {'downloads': 13297, 'github_url': 'https://github.com/dylanowen/mdbook-graphviz', 'categories': [], 'version': '0.1.6'}, 'mdbook-preprocessor-boilerplate': {'downloads': 29374, 'github_url': 'https://github.com/JoelCourtney/mdbook-preprocessor-boilerplate', 'categories': [], 'version': '0.1.2'}, 'mdbook-toc': {'downloads': 6377, 'github_url': 'https://github.com/badboy/mdbook-toc', 'categories': [], 'version': '0.14.1'}, 'mdbook-i18n-helpers': {'downloads': 5760, 'github_url': 'https://github.com/google/mdbook-i18n-helpers', 'categories': ['command-line-utilities', 'localization'], 'version': '0.3.0'}, 'mdbook-admonish': {'downloads': 708, 'github_url': 'https://github.com/tommilligan/mdbook-admonish', 'categories': [], 'version': '1.14.0'}}"
RUSTSEC-2021-0002,2021-01-04T12:00:00Z,interfaces2,aep,interfaces-r,pkg:cargo/interfaces2,[],[],[],https://github.com/aep/interfaces-rs,0.0.0-0,,,"{'ifinfo': {'downloads': 232, 'github_url': 'https://github.com/deadblackclover/ifinfo', 'categories': ['network-programming', 'os'], 'version': '0.1.0'}}"
RUSTSEC-2021-0003,2021-01-08T12:00:00Z,smallvec,servo,rust-smallvec,pkg:cargo/smallvec,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H'}]",['memory-corruption'],['data-structures'],https://github.com/servo/rust-smallvec,1.0.0,1.6.1,,Failed finding dependents
RUSTSEC-2021-0004,2021-01-17T12:00:00Z,lazy-init,khuey,lazy-init,pkg:cargo/lazy-init,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L'}]",['memory-corruption'],[],https://github.com/khuey/lazy-init,0.0.0-0,0.4.1-0,,"{'molconv': {'downloads': 359, 'github_url': 'https://github.com/danijoo/molconv', 'categories': [], 'version': '0.2.0'}, 'run-down': {'downloads': 288, 'github_url': 'https://github.com/bgianfo/rust-run-down', 'categories': ['memory-management', 'concurrency'], 'version': '0.1.1'}, 'xdrfile': {'downloads': 344, 'github_url': None, 'categories': ['science', 'encoding', 'external-ffi-bindings'], 'version': '0.3.0'}, 'otter': {'downloads': 1550, 'github_url': 'https://salsa.debian.org/iwj/otter', 'categories': [], 'version': '1.2.1'}, 'arcs-logging-rs': {'downloads': 93, 'github_url': 'https://github.com/BCACTF/arcs-logging-rs/', 'categories': ['value-formatting', 'config'], 'version': '0.1.2'}, 'fclones': {'downloads': 1085, 'github_url': 'https://github.com/pkolaczk/fclones', 'categories': ['command-line-utilities', 'filesystem'], 'version': '0.34.0'}}"
RUSTSEC-2021-0005,2021-01-10T12:00:00Z,glsl-layout,rustgd,glsl-layout,pkg:cargo/glsl-layout,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H'}]",['memory-corruption'],[],https://github.com/rustgd/glsl-layout,0.0.0-0,0.4.0,2020-03-08T00:58:38Z,"{'dot_vox_amethyst': {'downloads': 524, 'github_url': 'https://github.com/davidedmonds/dot_vox_amethyst', 'categories': [], 'version': '0.1.0'}, 'amethyst_renderer': {'downloads': 22888, 'github_url': 'https://github.com/amethyst/amethyst', 'categories': ['rendering', 'rendering::engine'], 'version': '0.10.4'}, 'cosmos-render': {'downloads': 303, 'github_url': 'https://github.com/Merlotec/comsmos-render.git', 'categories': [], 'version': '0.1.3'}, 'amethyst_lyon': {'downloads': 314, 'github_url': 'https://github.com/bgaster/amethyst_lyon', 'categories': ['game-engines'], 'version': '0.1.0'}, 'space-render': {'downloads': 271, 'github_url': 'https://github.com/Merlotec/space_render.git', 'categories': [], 'version': '0.1.1'}, 'amethyst_rendy': {'downloads': 45241, 'github_url': None, 'categories': ['rendering::engine', 'rendering'], 'version': '0.15.3'}, 'amethyst_tiles': {'downloads': 5068, 'github_url': 'https://github.com/amethyst/amethyst', 'categories': [], 'version': '0.15.3'}, 'amethyst_ui': {'downloads': 44560, 'github_url': 'https://github.com/amethyst/amethyst', 'categories': ['game-engines'], 'version': '0.15.3'}, 'amethyst': {'downloads': 45185, 'github_url': 'https://github.com/amethyst/amethyst', 'categories': ['game-engines'], 'version': '0.15.3'}, 'shader-types': {'downloads': 274, 'github_url': 'https://github.com/BVE-Reborn/shader-types', 'categories': ['graphics', 'game-development'], 'version': '0.2.2'}}"
RUSTSEC-2021-0006,2021-01-01T12:00:00Z,cache,krl,cache,pkg:cargo/cache,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H'}]",['memory-corruption'],[],https://github.com/krl/cache,0.0.0-0,,,{}
RUSTSEC-2021-0007,2021-01-07T12:00:00Z,av-data,rust-av,rust-av,pkg:cargo/av-data,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H'}]","['memory-exposure', 'privilege-escalation']",[],,0.0.0-0,0.3.0,,"{'libvpx': {'downloads': 351, 'github_url': 'https://github.com/rust-av/vpx-rs', 'categories': [], 'version': '0.1.1'}, 'libaom': {'downloads': 194, 'github_url': 'https://github.com/rust-av/aom-rs', 'categories': [], 'version': '0.3.1'}, 'av-codec': {'downloads': 786, 'github_url': 'https://github.com/rust-av/rust-av', 'categories': [], 'version': '0.3.0'}, 'av-format': {'downloads': 6461, 'github_url': 'https://github.com/rust-av/rust-av', 'categories': [], 'version': '0.7.0'}, 'av-ivf': {'downloads': 5076, 'github_url': 'https://github.com/rust-av/ivf-rs', 'categories': [], 'version': '0.5.0'}, 'h264bsd': {'downloads': 116, 'github_url': 'https://github.com/0skar16/h264bsd-rs', 'categories': [], 'version': '0.1.1'}, 'yuvxyb': {'downloads': 981, 'github_url': 'https://github.com/rust-av/yuvxyb', 'categories': [], 'version': '0.3.1'}}"
RUSTSEC-2021-0008,2021-01-02T12:00:00Z,bra,Enet4,bra-rs,pkg:cargo/bra,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:H'}]",['memory-exposure'],"['memory-management', 'data-structures']",https://github.com/Enet4/bra-rs,0.0.0-0,0.1.1,2019-02-26T16:23:30Z,{}
RUSTSEC-2021-0009,2021-01-10T12:00:00Z,basic_dsp_matrix,liebharc,basic_dsp,pkg:cargo/basic_dsp_matrix,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H'}]",['memory-corruption'],[],https://github.com/liebharc/basic_dsp,0.0.0-0,0.9.2,2021-01-06T00:15:32Z,"{'basic_dsp': {'downloads': 184, 'github_url': 'https://github.com/liebharc/basic_dsp', 'categories': [], 'version': '0.10.0'}}"
RUSTSEC-2021-0010,2021-01-12T12:00:00Z,containers,strake,containers.rs,pkg:cargo/containers,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H'}]",['memory-corruption'],[],https://github.com/strake/containers.rs,0.0.0-0,0.9.11,2021-01-12T19:10:03Z,"{'libreal': {'downloads': 3273, 'github_url': 'https://github.com/strake/libreal.rs', 'categories': [], 'version': '0.14.1'}, 'lude': {'downloads': 496, 'github_url': None, 'categories': [], 'version': '0.1.0'}, 'i-o': {'downloads': 3309, 'github_url': None, 'categories': [], 'version': '0.4.7'}, 'strng': {'downloads': 266, 'github_url': None, 'categories': [], 'version': '0.2.2'}, 'buf': {'downloads': 903, 'github_url': 'https://github.com/strake/buf.rs', 'categories': [], 'version': '0.2.3'}, 'cursebox': {'downloads': 312, 'github_url': 'https://github.com/strake/cursebox.rs', 'categories': [], 'version': '0.2.11'}}"
