id,published,name,gh_owner,gh_repo,purl,severity,categories_vuln,categories_package,github_link,introduced_version,patched_version,date_of_patch,dependents
RUSTSEC-2019-0012,2019-07-19T12:00:00Z,smallvec,servo,rust-smallvec,pkg:cargo/smallvec,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H'}]","['code-execution', 'memory-corruption']",['data-structures'],https://github.com/servo/rust-smallvec,0.6.3,0.6.10,,"{'tinyvec': {'downloads': 63292520, 'github_url': 'https://github.com/Lokathor/tinyvec', 'categories': ['data-structures', 'no-std'], 'version': '1.6.0'}, 'bs58': {'downloads': 1771416, 'github_url': 'https://github.com/Nullus157/bs58-rs', 'categories': [], 'version': '0.5.0'}, 'addr2line': {'downloads': 8300177, 'github_url': 'https://github.com/gimli-rs/addr2line', 'categories': ['development-tools::debugging'], 'version': '0.21.0'}, 'actix-http': {'downloads': 1130086, 'github_url': 'https://github.com/actix/actix-web.git', 'categories': ['network-programming', 'asynchronous', 'web-programming::http-server', 'web-programming::websocket'], 'version': '3.4.0'}, 'actix-web': {'downloads': 1121491, 'github_url': 'https://github.com/actix/actix-web.git', 'categories': ['network-programming', 'asynchronous', 'web-programming::websocket', 'web-programming::http-server'], 'version': '4.4.0'}, 'parking_lot_core': {'downloads': 4651496, 'github_url': 'https://github.com/Amanieu/parking_lot', 'categories': ['concurrency'], 'version': '0.9.9'}, 'trust-dns-proto': {'downloads': 170833, 'github_url': 'https://github.com/bluejekyll/trust-dns', 'categories': ['network-programming'], 'version': '0.23.2'}, 'trust-dns-resolver': {'downloads': 150845, 'github_url': 'https://github.com/bluejekyll/trust-dns', 'categories': ['network-programming'], 'version': '0.23.2'}, 'tracing-opentelemetry': {'downloads': 72706, 'github_url': 'https://github.com/tokio-rs/tracing-opentelemetry', 'categories': ['development-tools::profiling', 'asynchronous', 'development-tools::debugging'], 'version': '0.22.0'}, 'tracing-subscriber': {'downloads': 876697, 'github_url': 'https://github.com/tokio-rs/tracing', 'categories': ['development-tools::profiling', 'asynchronous', 'development-tools::debugging'], 'version': '0.3.18'}}"
RUSTSEC-2019-0013,2019-08-27T12:00:00Z,spin,mvdnes,spin-rs,pkg:cargo/spin,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H'}]",[],[],https://github.com/mvdnes/spin-rs.git,0.0.0-0,0.5.2,,"{'wee_alloc': {'downloads': 1598642, 'github_url': 'https://github.com/rustwasm/wee_alloc', 'categories': ['embedded', 'web-programming', 'wasm', 'no-std', 'memory-management'], 'version': '0.4.5'}, 'lazy_static': {'downloads': 166598284, 'github_url': 'https://github.com/rust-lang-nursery/lazy-static.rs', 'categories': ['no-std', 'rust-patterns', 'memory-management'], 'version': '1.4.0'}, 'no-std-compat': {'downloads': 5003122, 'github_url': 'https://gitlab.com/jD91mZM2/no-std-compat', 'categories': ['no-std'], 'version': '0.4.1'}, 'reed-solomon-erasure': {'downloads': 302923, 'github_url': 'https://github.com/darrenldl/reed-solomon-erasure', 'categories': ['encoding'], 'version': '6.0.0'}, 'multer': {'downloads': 3630045, 'github_url': 'https://github.com/rousan/multer-rs', 'categories': ['web-programming', 'asynchronous'], 'version': '2.1.0'}, 'page_size': {'downloads': 106024, 'github_url': 'https://github.com/Elzair/page_size_rs', 'categories': ['os'], 'version': '0.6.0'}, 'flume': {'downloads': 1297959, 'github_url': 'https://github.com/zesterer/flume', 'categories': ['concurrency', 'data-structures'], 'version': '0.11.0'}, 'error-stack': {'downloads': 44695, 'github_url': 'https://github.com/hashintel/hash/tree/main/libs/error-stack', 'categories': ['no-std', 'rust-patterns'], 'version': '0.4.1'}, 'ring': {'downloads': 213301, 'github_url': 'https://github.com/briansmith/ring', 'categories': ['no-std', 'cryptography'], 'version': '0.17.6'}, 'wasmi': {'downloads': 311, 'github_url': 'https://github.com/paritytech/wasmi', 'categories': ['no-std', 'virtualization', 'wasm'], 'version': '0.31.1'}}"
RUSTSEC-2019-0014,2019-08-21T12:00:00Z,image,image-rs,image,pkg:cargo/image,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H'}]",[],"['multimedia::images', 'multimedia::encoding']",https://github.com/image-rs/image,0.10.2,0.21.3,,"{'qrcode': {'downloads': 2809339, 'github_url': 'https://github.com/kennytm/qrcode-rust', 'categories': [], 'version': '0.12.0'}, 'plotters-svg': {'downloads': 4409155, 'github_url': 'https://github.com/plotters-rs/plotters.git', 'categories': [], 'version': '0.3.5'}, 'plotters': {'downloads': 4465750, 'github_url': 'https://github.com/plotters-rs/plotters', 'categories': ['visualization', 'wasm'], 'version': '0.3.5'}, 'gltf': {'downloads': 138759, 'github_url': 'https://github.com/gltf-rs/gltf', 'categories': [], 'version': '1.3.0'}, 'exr': {'downloads': 367039, 'github_url': 'https://github.com/johannesvollmer/exrs', 'categories': ['filesystem', 'graphics', 'encoding', 'multimedia'], 'version': '1.71.0'}, 'smithay-client-toolkit': {'downloads': 46365, 'github_url': 'https://github.com/smithay/client-toolkit', 'categories': ['gui'], 'version': '0.18.0'}, 'notify-rust': {'downloads': 18259, 'github_url': 'https://github.com/hoodie/notify-rust', 'categories': [], 'version': '4.10.0'}, 'tao': {'downloads': 1354, 'github_url': 'https://github.com/tauri-apps/tao', 'categories': ['gui'], 'version': '0.24.0'}, 'arboard': {'downloads': 30528, 'github_url': 'https://github.com/1Password/arboard', 'categories': [], 'version': '3.3.0'}, 'winit': {'downloads': 12560, 'github_url': 'https://github.com/rust-windowing/winit', 'categories': ['gui'], 'version': '0.29.4'}}"
RUSTSEC-2019-0015,2019-05-21T12:00:00Z,compact_arena,llogiq,compact_arena,pkg:cargo/compact_arena,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H'}]",['memory-corruption'],"['no-std', 'memory-management', 'data-structures']",https://github.com/llogiq/compact_arena,0.0.0-0,0.4.0,2019-07-14T12:26:16Z,{}
RUSTSEC-2019-0016,2019-09-01T12:00:00Z,chttp,sagebind,isahc,pkg:cargo/chttp,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H'}]",[],['web-programming::http-client'],https://github.com/sagebind/chttp,0.1.1,0.1.3,,"{'spongbobcli': {'downloads': 203, 'github_url': 'https://github.com/Ali-TM-original/SpongbobCli-Rust', 'categories': ['command-line-utilities'], 'version': '1.2.0'}}"
RUSTSEC-2019-0017,2019-09-01T12:00:00Z,once_cell,matklad,once_cell,pkg:cargo/once_cell,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H'}]",[],"['rust-patterns', 'memory-management']",https://github.com/matklad/once_cell,0.2.5,1.0.1,,"{'thread_local': {'downloads': 25602092, 'github_url': 'https://github.com/Amanieu/thread_local-rs', 'categories': [], 'version': '1.1.7'}, 'pin-project-lite': {'downloads': 11475105, 'github_url': 'https://github.com/taiki-e/pin-project-lite', 'categories': ['no-std', 'rust-patterns', 'no-std::no-alloc'], 'version': '0.2.13'}, 'reqwest': {'downloads': 3484730, 'github_url': 'https://github.com/seanmonstar/reqwest', 'categories': ['web-programming::http-client', 'wasm'], 'version': '0.11.22'}, 'tracing-core': {'downloads': 4902272, 'github_url': 'https://github.com/tokio-rs/tracing', 'categories': ['development-tools::debugging', 'asynchronous', 'development-tools::profiling'], 'version': '0.1.32'}, 'regex': {'downloads': 7220684, 'github_url': 'https://github.com/rust-lang/regex', 'categories': ['text-processing'], 'version': '1.10.2'}, 'which': {'downloads': 147242, 'github_url': 'https://github.com/harryfei/which-rs.git', 'categories': ['os', 'filesystem'], 'version': '5.0.0'}, 'ahash': {'downloads': 2259380, 'github_url': 'https://github.com/tkaitchuck/ahash', 'categories': ['no-std', 'data-structures', 'algorithms'], 'version': '0.8.6'}, 'tracing-subscriber': {'downloads': 876697, 'github_url': 'https://github.com/tokio-rs/tracing', 'categories': ['development-tools::profiling', 'asynchronous', 'development-tools::debugging'], 'version': '0.3.18'}, 'openssl': {'downloads': 334971, 'github_url': 'https://github.com/sfackler/rust-openssl', 'categories': ['cryptography', 'api-bindings'], 'version': '0.10.60'}, 'rustix': {'downloads': 179011, 'github_url': 'https://github.com/bytecodealliance/rustix', 'categories': ['filesystem', 'os::unix-apis', 'date-and-time', 'network-programming'], 'version': '0.38.26'}}"
RUSTSEC-2019-0018,2019-09-02T12:00:00Z,renderdoc,ebkalderon,renderdoc-rs,pkg:cargo/renderdoc,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H'}]",[],"['rendering', 'development-tools::debugging']",https://github.com/ebkalderon/renderdoc-rs,0.0.0-0,0.5.0,,"{'wgpu-mipmap': {'downloads': 416, 'github_url': 'https://github.com/jshrake/wgpu-mipmap', 'categories': ['graphics', 'rendering'], 'version': '0.1.0'}, 'hotham': {'downloads': 203, 'github_url': 'https://github.com/leetvr/hotham/', 'categories': [], 'version': '0.2.0'}, 'index_camera_passthrough': {'downloads': 81, 'github_url': 'https://github.com/yshui/index_camera_passthrough', 'categories': [], 'version': '0.1.0'}}"
RUSTSEC-2019-0019,2019-08-25T12:00:00Z,blake2,RustCrypto,MACs,pkg:cargo/blake2,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H'}]",['crypto-failure'],"['no-std', 'cryptography']",https://github.com/RustCrypto/hashes,0.0.0-0,0.8.1,,"{'ark-crypto-primitives': {'downloads': 441137, 'github_url': 'https://github.com/arkworks-rs/crypto-primitives', 'categories': ['cryptography'], 'version': '0.4.0'}, 'ark-serialize': {'downloads': 1430140, 'github_url': 'https://github.com/arkworks-rs/algebra', 'categories': ['cryptography'], 'version': '0.4.2'}, 'ark-ff': {'downloads': 1424764, 'github_url': 'https://github.com/arkworks-rs/algebra', 'categories': ['cryptography'], 'version': '0.4.2'}, 'expander': {'downloads': 646008, 'github_url': 'https://github.com/drahnr/expander.git', 'categories': [], 'version': '2.0.0'}, 'crypto_box': {'downloads': 32644, 'github_url': 'https://github.com/RustCrypto/nacl-compat/tree/master/crypto_box', 'categories': ['no-std', 'cryptography'], 'version': '0.9.1'}, 'argon2': {'downloads': 277263, 'github_url': 'https://github.com/RustCrypto/password-hashes/tree/master/argon2', 'categories': ['no-std', 'authentication', 'cryptography'], 'version': '0.5.2'}, 'parity-db': {'downloads': 42608, 'github_url': 'https://github.com/paritytech/parity-db/', 'categories': [], 'version': '0.4.12'}, 'snow': {'downloads': 97147, 'github_url': 'https://github.com/mcginty/snow', 'categories': ['cryptography'], 'version': '0.9.4'}, 'ed25519-dalek': {'downloads': 146556, 'github_url': 'https://github.com/dalek-cryptography/curve25519-dalek/tree/main/ed25519-dalek', 'categories': ['no-std', 'cryptography'], 'version': '2.1.0'}, 'sp-core': {'downloads': 2040, 'github_url': 'https://github.com/paritytech/polkadot-sdk.git', 'categories': [], 'version': '26.0.0'}}"
RUSTSEC-2019-0020,2019-09-06T12:00:00Z,generator,Xudong-Huang,generator-rs,pkg:cargo/generator,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H'}]",[],"['algorithms', 'data-structures']",https://github.com/Xudong-Huang/generator-rs.git,0.0.0-0,0.6.18,,"{'spelling_corrector': {'downloads': 316, 'github_url': 'https://github.com/NavyaZaveri/spell_checker', 'categories': ['command-line-utilities'], 'version': '0.2.3'}, 'n3-core': {'downloads': 246, 'github_url': 'https://github.com/podo-os/n3-core', 'categories': [], 'version': '0.2.0'}, 'cogo': {'downloads': 936, 'github_url': 'https://github.com/co-rs/cogo.git', 'categories': ['concurrency'], 'version': '0.1.36'}, 'ssh_format': {'downloads': 118462, 'github_url': 'https://github.com/openssh-rust/ssh_format', 'categories': ['encoding'], 'version': '0.14.1'}, 'may': {'downloads': 1781, 'github_url': 'https://github.com/Xudong-Huang/may.git', 'categories': ['concurrency'], 'version': '0.3.42'}, 'shuttle': {'downloads': 43679, 'github_url': 'https://github.com/awslabs/shuttle', 'categories': ['concurrency', 'development-tools::testing', 'asynchronous'], 'version': '0.6.1'}, 'loom': {'downloads': 28809, 'github_url': 'https://github.com/tokio-rs/loom', 'categories': ['concurrency', 'data-structures'], 'version': '0.7.1'}, 'kiddo': {'downloads': 315, 'github_url': 'https://github.com/sdd/kiddo', 'categories': [], 'version': '3.0.0'}, 'd3_delaunay_rs': {'downloads': 59, 'github_url': 'https://github.com/martinfrances107/rust_d3_delaunay', 'categories': ['mathematics', 'graphics'], 'version': '0.9.0'}, 'semsimian': {'downloads': 30, 'github_url': None, 'categories': [], 'version': '0.2.11'}}"
RUSTSEC-2019-0021,2019-09-14T12:00:00Z,linea,strake,linea.rs,pkg:cargo/linea,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H'}]",['memory-corruption'],[],https://github.com/strake/linea.rs,0.0.0-0,0.9.5-0,,{}
RUSTSEC-2019-0022,2019-09-14T12:00:00Z,portaudio-rs,mvdnes,portaudio-rs,pkg:cargo/portaudio-rs,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H'}]","['code-execution', 'memory-corruption']",[],,0.0.0-0,0.3.2-0,,"{'librespot-playback': {'downloads': 97234, 'github_url': 'https://github.com/librespot-org/librespot', 'categories': [], 'version': '0.4.2'}}"
RUSTSEC-2019-0023,2019-08-24T12:00:00Z,string-interner,Robbepop,string-interner,pkg:cargo/string-interner,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N'}]",[],['data-structures'],https://github.com/robbepop/string-interner,0.7.0-0,0.7.1,,"{'faerie': {'downloads': 8455, 'github_url': 'https://github.com/m4b/faerie', 'categories': ['development-tools::debugging'], 'version': '0.16.0'}, 'kes': {'downloads': 233, 'github_url': 'https://github.com/Riey/kes-rs', 'categories': [], 'version': '0.16.0'}, 'fbxcel': {'downloads': 7877, 'github_url': 'https://github.com/lo48576/fbxcel', 'categories': ['parser-implementations'], 'version': '0.9.0'}, 'fbxcel-dom': {'downloads': 1193, 'github_url': 'https://github.com/lo48576/fbxcel-dom', 'categories': ['rendering::data-formats'], 'version': '0.0.10'}, 'ustr': {'downloads': 5140, 'github_url': 'https://github.com/anderslanglands/ustr', 'categories': ['caching', 'data-structures'], 'version': '0.10.0'}, 'tree-sitter-graph': {'downloads': 2480, 'github_url': 'https://github.com/tree-sitter/tree-sitter-graph/', 'categories': [], 'version': '0.11.0'}, 'cameleon-genapi': {'downloads': 582, 'github_url': 'https://github.com/cameleon-rs/cameleon', 'categories': ['computer-vision', 'parser-implementations'], 'version': '0.1.12'}, 'calyx-utils': {'downloads': 792, 'github_url': 'https://github.com/cucapra/calyx', 'categories': ['compilers'], 'version': '0.6.1'}, 'calyx-ir': {'downloads': 723, 'github_url': 'https://github.com/cucapra/calyx', 'categories': ['compilers'], 'version': '0.6.1'}, 'tract-data': {'downloads': 531, 'github_url': 'https://github.com/snipsco/tract', 'categories': ['science'], 'version': '0.20.22'}}"
RUSTSEC-2019-0024,2019-10-08T12:00:00Z,rustsec-example-crate,RustSec,advisory-db,pkg:cargo/rustsec-example-crate,[],[],[],,0.0.1,1.0.0,,{}
RUSTSEC-2019-0025,2019-10-03T12:00:00Z,serde_cbor,pyfisch,cbor,pkg:cargo/serde_cbor,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H'}]",['crypto-failure'],['encoding'],https://github.com/pyfisch/cbor,0.0.0-0,0.10.2,2019-10-03T18:25:55Z,"{'futures_codec': {'downloads': 866459, 'github_url': 'https://github.com/matthunz/futures-codec', 'categories': ['network-programming', 'asynchronous'], 'version': '0.4.1'}, 'tokio-serde': {'downloads': 3265176, 'github_url': 'https://github.com/carllerche/tokio-serde', 'categories': ['asynchronous', 'encoding'], 'version': '0.8.0'}, 'wasmer-wasi': {'downloads': 13023, 'github_url': 'https://github.com/wasmerio/wasmer', 'categories': ['os', 'wasm'], 'version': '3.1.1'}, 'ws_stream_wasm': {'downloads': 898723, 'github_url': 'https://github.com/najamelan/ws_stream_wasm', 'categories': ['web-programming::websocket', 'api-bindings', 'wasm', 'asynchronous', 'network-programming'], 'version': '0.7.4'}, 'erased-serde': {'downloads': 1492934, 'github_url': 'https://github.com/dtolnay/erased-serde', 'categories': ['encoding', 'no-std', 'rust-patterns'], 'version': '0.3.31'}, 'secp256k1': {'downloads': 115366, 'github_url': 'https://github.com/rust-bitcoin/rust-secp256k1/', 'categories': [], 'version': '0.28.0'}, 'asynchronous-codec': {'downloads': 61378, 'github_url': 'https://github.com/mxinden/asynchronous-codec', 'categories': ['network-programming', 'asynchronous'], 'version': '0.7.0'}, 'candid': {'downloads': 553, 'github_url': 'https://github.com/dfinity/candid', 'categories': ['encoding', 'wasm'], 'version': '0.10.0'}, 'async-graphql': {'downloads': 16058, 'github_url': 'https://github.com/async-graphql/async-graphql', 'categories': ['network-programming', 'asynchronous'], 'version': '6.0.11'}, 'http-serde': {'downloads': 776, 'github_url': 'https://gitlab.com/kornelski/http-serde', 'categories': ['encoding'], 'version': '2.0.0'}}"
RUSTSEC-2019-0026,2019-10-11T12:00:00Z,sodiumoxide,sodiumoxide,sodiumoxide,pkg:cargo/sodiumoxide,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H'}]",[],['cryptography'],https://github.com/sodiumoxide/sodiumoxide,0.0.0-0,0.2.5,,"{'maidsafe_types': {'downloads': 4193, 'github_url': 'https://github.com/maidsafe/maidsafe_types', 'categories': [], 'version': '0.2.3'}, 'nat_traversal': {'downloads': 2003, 'github_url': 'https://github.com/maidsafe/nat_traversal', 'categories': [], 'version': '0.4.1'}, 'edcert': {'downloads': 3165, 'github_url': 'https://github.com/zombiemuffin/edcert/', 'categories': [], 'version': '9.0.1'}, 'sovrin-client': {'downloads': 553, 'github_url': None, 'categories': [], 'version': '0.1.1-15'}, 'discord': {'downloads': 3972, 'github_url': 'https://github.com/SpaceManiac/discord-rs', 'categories': [], 'version': '0.8.1'}, 'dup-crypto': {'downloads': 2973, 'github_url': 'https://git.duniter.org/libs/dubp-rs-libs', 'categories': [], 'version': '0.58.0'}, 'rdedup-lib': {'downloads': 1012, 'github_url': 'https://github.com/dpc/rdedup', 'categories': [], 'version': '3.2.0'}, 'radicle-keystore': {'downloads': 6095, 'github_url': None, 'categories': [], 'version': '0.2.0'}, 'dryoc': {'downloads': 2615, 'github_url': 'https://github.com/brndnmtthws/dryoc', 'categories': ['algorithms', 'cryptography'], 'version': '0.5.1'}, 'snow': {'downloads': 97147, 'github_url': 'https://github.com/mcginty/snow', 'categories': ['cryptography'], 'version': '0.9.4'}}"
RUSTSEC-2019-0027,2019-10-14T12:00:00Z,libsecp256k1,,,pkg:cargo/libsecp256k1,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N'}]",['crypto-failure'],[],https://github.com/paritytech/libsecp256k1,0.0.0-0,0.3.1,,"{'solana-secp256k1-program': {'downloads': 1679, 'github_url': 'https://github.com/solana-labs/solana', 'categories': [], 'version': '1.8.16'}, 'libp2p-identity': {'downloads': 46474, 'github_url': 'https://github.com/libp2p/rust-libp2p', 'categories': ['cryptography'], 'version': '0.2.8'}, 'smoldot': {'downloads': 74, 'github_url': 'https://github.com/smol-dot/smoldot', 'categories': [], 'version': '0.14.0'}, 'sp-core': {'downloads': 2040, 'github_url': 'https://github.com/paritytech/polkadot-sdk.git', 'categories': [], 'version': '26.0.0'}, 'sp-io': {'downloads': 1947, 'github_url': 'https://github.com/paritytech/polkadot-sdk.git', 'categories': [], 'version': '28.0.0'}, 'solana-program': {'downloads': 1303, 'github_url': 'https://github.com/solana-labs/solana', 'categories': [], 'version': '1.17.7'}, 'solana-sdk': {'downloads': 754, 'github_url': 'https://github.com/solana-labs/solana', 'categories': [], 'version': '1.17.7'}, 'solana-program-runtime': {'downloads': 488, 'github_url': 'https://github.com/solana-labs/solana', 'categories': [], 'version': '1.17.7'}, 'solana-bpf-loader-program': {'downloads': 175, 'github_url': 'https://github.com/solana-labs/solana', 'categories': [], 'version': '1.17.7'}, 'solana-runtime': {'downloads': 159, 'github_url': 'https://github.com/solana-labs/solana', 'categories': [], 'version': '1.17.7'}}"
RUSTSEC-2019-0028,2019-10-20T12:00:00Z,flatbuffers,google,flatbuffers,pkg:cargo/flatbuffers,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H'}]",[],"['memory-management', 'encoding', 'data-structures']",https://github.com/google/flatbuffers,0.4.0,0.6.1,,"{'rlbot': {'downloads': 1815, 'github_url': 'https://github.com/whatisaphone/rlbot-rust', 'categories': [], 'version': '0.5.0'}, 'flatbuffers-verifier': {'downloads': 10733, 'github_url': 'https://github.com/nervosnetwork/cfb', 'categories': ['data-structures', 'memory-management', 'encoding'], 'version': '0.2.1'}, 'zkinterface': {'downloads': 2943, 'github_url': 'https://github.com/QED-it/zkinterface/tree/master/rust', 'categories': [], 'version': '1.3.4'}, 'geoq': {'downloads': 161, 'github_url': 'https://github.com/worace/geoq', 'categories': [], 'version': '0.0.25'}, 'rollo': {'downloads': 82, 'github_url': 'https://github.com/netskillzgh/rollo', 'categories': ['concurrency', 'asynchronous', 'game-development', 'games'], 'version': '0.13.4'}, 'plerkle_serialization': {'downloads': 733, 'github_url': 'https://github.com/metaplex-foundation/digital-asset-validator-plugin', 'categories': [], 'version': '1.6.0'}, 'stardust-xr-schemas': {'downloads': 137, 'github_url': 'https://github.com/StardustXR/core/', 'categories': [], 'version': '1.5.3'}, 'flatgeobuf': {'downloads': 127, 'github_url': 'https://github.com/flatgeobuf/flatgeobuf/tree/master/src/rust', 'categories': [], 'version': '4.0.0'}, 'arrow-ipc': {'downloads': 35760, 'github_url': 'https://github.com/apache/arrow-rs', 'categories': [], 'version': '49.0.0'}, 're_types_builder': {'downloads': 152, 'github_url': 'https://github.com/rerun-io/rerun', 'categories': [], 'version': '0.11.0'}}"
RUSTSEC-2019-0029,2019-10-22T12:00:00Z,chacha20,RustCrypto,stream-ciphers,pkg:cargo/chacha20,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N'}]",['crypto-failure'],"['no-std', 'cryptography']",https://github.com/RustCrypto/stream-ciphers,0.0.0-0,0.2.3,,"{'chacha20poly1305': {'downloads': 2121329, 'github_url': 'https://github.com/RustCrypto/AEADs/tree/master/chacha20poly1305', 'categories': ['no-std', 'cryptography'], 'version': '0.10.1'}, 'crypto_secretbox': {'downloads': 129070, 'github_url': 'https://github.com/RustCrypto/nacl-compat/tree/master/crypto_secretbox', 'categories': ['no-std', 'cryptography'], 'version': '0.1.1'}, 'zcash_note_encryption': {'downloads': 63806, 'github_url': 'https://github.com/zcash/librustzcash', 'categories': ['cryptography::cryptocurrencies'], 'version': '0.4.0'}, 'ssh-cipher': {'downloads': 67070, 'github_url': 'https://github.com/RustCrypto/SSH/tree/master/ssh-cipher', 'categories': ['no-std', 'cryptography'], 'version': '0.2.0'}, 'crypto_box': {'downloads': 32644, 'github_url': 'https://github.com/RustCrypto/nacl-compat/tree/master/crypto_box', 'categories': ['no-std', 'cryptography'], 'version': '0.9.1'}, 'cosmian_crypto_core': {'downloads': 8811, 'github_url': 'https://github.com/Cosmian/crypto_core/', 'categories': ['cryptography'], 'version': '9.3.0'}, 'storage-proofs-porep': {'downloads': 2733, 'github_url': 'https://github.com/filecoin-project/rust-fil-proofs', 'categories': [], 'version': '16.1.0'}, 'smoldot': {'downloads': 74, 'github_url': 'https://github.com/smol-dot/smoldot', 'categories': [], 'version': '0.14.0'}, 'russh': {'downloads': 48, 'github_url': 'https://github.com/warp-tech/russh', 'categories': [], 'version': '0.40.0'}, 'shadowsocks-crypto': {'downloads': 188, 'github_url': 'https://github.com/shadowsocks/shadowsocks-crypto', 'categories': [], 'version': '0.5.4'}}"
RUSTSEC-2019-0030,2019-10-06T12:00:00Z,streebog,RustCrypto,hashes,pkg:cargo/streebog,[],['crypto-failure'],"['no-std', 'cryptography']",https://github.com/RustCrypto/hashes,0.0.0-0,0.8.0,,"{'krypt': {'downloads': 293, 'github_url': 'https://github.com/Stupremee/krypt', 'categories': [], 'version': '0.1.0'}, 'rshash': {'downloads': 219, 'github_url': 'https://github.com/sorairolake/rshash', 'categories': ['command-line-utilities'], 'version': '0.3.0'}, 'crypto-hashes': {'downloads': 16943, 'github_url': 'https://github.com/RustCrypto/meta', 'categories': [], 'version': '0.10.0'}, 'hmac': {'downloads': 34843063, 'github_url': 'https://github.com/RustCrypto/MACs', 'categories': ['cryptography', 'no-std'], 'version': '0.12.1'}, 'digester': {'downloads': 188, 'github_url': 'https://gitlab.com/cky/digester', 'categories': [], 'version': '0.1.0'}, 'clap-digest': {'downloads': 113, 'github_url': 'https://github.com/rust-cli-enthusiasts/clap-digest', 'categories': ['command-line-interface', 'cryptography'], 'version': '0.3.0'}, 'pbkdf2': {'downloads': 1323503, 'github_url': 'https://github.com/RustCrypto/password-hashes/tree/master/pbkdf2', 'categories': ['authentication', 'cryptography', 'no-std'], 'version': '0.12.2'}, 'wholesum': {'downloads': 53, 'github_url': 'https://github.com/dnaka91/wholesum', 'categories': ['command-line-utilities', 'filesystem'], 'version': '0.2.7'}, 'rustgenhash': {'downloads': 42, 'github_url': 'https://github.com/vschwaberow/rustgenhash', 'categories': ['command-line-utilities', 'cryptography'], 'version': '0.8.4'}}"
RUSTSEC-2019-0032,2019-11-21T12:00:00Z,crust,maidsafe,crus,pkg:cargo/crust,[],[],[],https://github.com/maidsafe/crust,0.0.0-0,0.32.2-0,,"{'maidsafe_vault': {'downloads': 1538, 'github_url': 'https://github.com/maidsafe/maidsafe_vault', 'categories': [], 'version': '0.1.1'}, 'routing': {'downloads': 3483, 'github_url': 'https://github.com/maidsafe/routing', 'categories': [], 'version': '0.37.1'}}"
